CompressiveStrength,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Age,Cement,TotalCost,CO2Emissions,EmbodiedEnergy,Density,WorkabilityIndex,DurabilityRating,WaterCementRatio
49.973220,98.06,24.52,181.74,6.65,1066,785.52,100,213.76,91.37,201.90,1279.11,2392.4,6.91,3,0.592
13.355150,0,118.16,195.23,6.13,1028.1,757.63,3,229.68,88.40,210.83,1318.70,2345.0,7.38,3,0.650
22.318338,0,118.16,195.23,6.13,1028.1,757.63,14,229.68,88.40,210.83,1318.70,2345.0,7.38,3,0.650
24.538450,0,118.16,195.23,6.13,1028.1,757.63,28,229.68,88.40,210.83,1318.70,2345.0,7.38,3,0.650
31.350473,0,118.16,195.23,6.13,1028.1,757.63,56,229.68,88.40,210.83,1318.70,2345.0,7.38,3,0.650
40.858350,0,118.16,195.23,6.13,1028.1,757.63,100,229.68,88.40,210.83,1318.70,2345.0,7.38,3,0.650
19.932750,0,94.11,186.66,7,949.91,847.01,3,238.05,91.44,218.76,1370.51,2362.7,7.39,3,0.634
25.689877,0,94.11,186.66,7,949.91,847.01,14,238.05,91.44,218.76,1370.51,2362.7,7.39,3,0.634
30.233522,0,94.11,186.66,7,949.91,847.01,28,238.05,91.44,218.76,1370.51,2362.7,7.39,3,0.634
39.589710,0,94.11,186.66,7,949.91,847.01,56,238.05,91.44,218.76,1370.51,2362.7,7.39,3,0.634
44.298832,0,94.11,186.66,7,949.91,847.01,100,238.05,91.44,218.76,1370.51,2362.7,7.39,3,0.634
13.817099,0,95.69,187.42,5.53,956.86,861.17,3,250,89.35,227.00,1405.56,2365.4,6.90,3,0.610
24.917664,0,95.69,187.42,5.53,956.86,861.17,14,250,89.35,227.00,1405.56,2365.4,6.90,3,0.610
29.219994,0,95.69,187.42,5.53,956.86,861.17,28,250,89.35,227.00,1405.56,2365.4,6.90,3,0.610
38.327972,0,95.69,187.42,5.53,956.86,861.17,56,250,89.35,227.00,1405.56,2365.4,6.90,3,0.610
42.347614,0,95.69,187.42,5.53,956.86,861.17,100,250,89.35,227.00,1405.56,2365.4,6.90,3,0.610
13.541308,0,100.37,159.32,8.71,1007.8,903.59,3,212.52,95.26,200.85,1289.58,2407.5,7.23,3,0.584
26.310404,0,100.37,159.32,8.71,1007.8,903.59,14,212.52,95.26,200.85,1289.58,2407.5,7.23,3,0.584
31.640053,0,100.37,159.32,8.71,1007.8,903.59,28,212.52,95.26,200.85,1289.58,2407.5,7.23,3,0.584
42.547565,0,100.37,159.32,8.71,1007.8,903.59,56,212.52,95.26,200.85,1289.58,2407.5,7.23,3,0.584
42.919880,0,100.37,159.32,8.71,1007.8,903.59,100,212.52,95.26,200.85,1289.58,2407.5,7.23,3,0.584
13.334466,0,100.39,159.35,10.37,1003.8,903.79,3,212.57,99.97,202.86,1314.41,2408.8,7.50,3,0.584
25.372717,0,100.39,159.35,10.37,1003.8,903.79,14,212.57,99.97,202.86,1314.41,2408.8,7.50,3,0.584
37.404070,0,100.39,159.35,10.37,1003.8,903.79,28,212.57,99.97,202.86,1314.41,2408.8,7.50,3,0.584
44.395360,0,100.39,159.35,10.37,1003.8,903.79,56,212.57,99.97,202.86,1314.41,2408.8,7.50,3,0.584
47.739320,0,100.39,159.35,10.37,1003.8,903.79,100,212.57,99.97,202.86,1314.41,2408.8,7.50,3,0.584
19.519066,0,124.78,159,7.84,1085.4,799.54,3,212,92.99,199.21,1272.38,2402.2,6.71,3,0.554
31.350473,0,124.78,159,7.84,1085.4,799.54,14,212,92.99,199.21,1272.38,2402.2,6.71,3,0.554
38.500340,0,124.78,159,7.84,1085.4,799.54,28,212,92.99,199.21,1272.38,2402.2,6.71,3,0.554
45.084835,0,124.78,159,7.84,1085.4,799.54,56,212,92.99,199.21,1272.38,2402.2,6.71,3,0.554
47.815160,0,124.78,159,7.84,1085.4,799.54,100,212,92.99,199.21,1272.38,2402.2,6.71,3,0.554
15.437367,0,121.62,173.96,6.72,1056.4,778.45,3,231.75,91.43,213.65,1341.72,2380.3,6.66,3,0.571
26.772352,0,121.62,173.96,6.72,1056.4,778.45,14,231.75,91.43,213.65,1341.72,2380.3,6.66,3,0.571
33.729164,0,121.62,173.96,6.72,1056.4,778.45,28,231.75,91.43,213.65,1341.72,2380.3,6.66,3,0.571
42.699250,0,121.62,173.96,6.72,1056.4,778.45,56,231.75,91.43,213.65,1341.72,2380.3,6.66,3,0.571
45.836365,0,121.62,173.96,6.72,1056.4,778.45,100,231.75,91.43,213.65,1341.72,2380.3,6.66,3,0.571
17.223110,0,118.27,188.45,5.75,1028.4,757.73,3,251.37,90.30,228.16,1412.80,2359.4,6.62,3,0.585
29.930153,0,118.27,188.45,5.75,1028.4,757.73,14,251.37,90.30,228.16,1412.80,2359.4,6.62,3,0.585
29.654364,0,118.27,188.45,5.75,1028.4,757.73,28,251.37,90.30,228.16,1412.80,2359.4,6.62,3,0.585
36.969704,0,118.27,188.45,5.75,1028.4,757.73,56,251.37,90.30,228.16,1412.80,2359.4,6.62,3,0.585
43.581780,0,118.27,188.45,5.75,1028.4,757.73,100,251.37,90.30,228.16,1412.80,2359.4,6.62,3,0.585
13.120729,0,118.27,188.45,6.35,1028.4,757.73,3,251.37,92.03,228.88,1421.80,2360.0,6.71,3,0.585
24.428135,0,118.27,188.45,6.35,1028.4,757.73,14,251.37,92.03,228.88,1421.80,2360.0,6.71,3,0.585
32.660477,0,118.27,188.45,6.35,1028.4,757.73,28,251.37,92.03,228.88,1421.80,2360.0,6.71,3,0.585
36.638756,0,118.27,188.45,6.35,1028.4,757.73,56,251.37,92.03,228.88,1421.80,2360.0,6.71,3,0.585
44.209200,0,118.27,188.45,6.35,1028.4,757.73,100,251.37,92.03,228.88,1421.80,2360.0,6.71,3,0.585
13.624045,0,167.01,169.59,7.56,1055.6,777.8,3,181.38,88.95,174.25,1127.02,2371.0,7.11,3,0.602
21.601284,0,167.01,169.59,7.56,1055.6,777.8,14,181.38,88.95,174.25,1127.02,2371.0,7.11,3,0.602
27.772093,0,167.01,169.59,7.56,1055.6,777.8,28,181.38,88.95,174.25,1127.02,2371.0,7.11,3,0.602
35.570070,0,167.01,169.59,7.56,1055.6,777.8,56,181.38,88.95,174.25,1127.02,2371.0,7.11,3,0.602
45.367520,0,167.01,169.59,7.56,1055.6,777.8,100,181.38,88.95,174.25,1127.02,2371.0,7.11,3,0.602
7.315340,45.21,121.97,170.21,8.19,1059.4,780.65,3,182.04,92.03,176.96,1149.15,2383.4,7.01,3,0.584
21.504757,45.21,121.97,170.21,8.19,1059.4,780.65,14,182.04,92.03,176.96,1149.15,2383.4,7.01,3,0.584
31.267736,45.21,121.97,170.21,8.19,1059.4,780.65,28,182.04,92.03,176.96,1149.15,2383.4,7.01,3,0.584
43.499043,45.21,121.97,170.21,8.19,1059.4,780.65,56,182.04,92.03,176.96,1149.15,2383.4,7.01,3,0.584
48.670113,45.21,121.97,170.21,8.19,1059.4,780.65,100,182.04,92.03,176.96,1149.15,2383.4,7.01,3,0.584
7.398078,42.22,124.25,158.33,10.83,1080.8,796.15,3,168.88,98.38,169.49,1130.78,2402.5,7.33,3,0.571
23.511131,42.22,124.25,158.33,10.83,1080.8,796.15,14,168.88,98.38,169.49,1130.78,2402.5,7.33,3,0.571
31.116053,42.22,124.25,158.33,10.83,1080.8,796.15,28,168.88,98.38,169.49,1130.78,2402.5,7.33,3,0.571
39.148450,42.22,124.25,158.33,10.83,1080.8,796.15,56,168.88,98.38,169.49,1130.78,2402.5,7.33,3,0.571
48.153004,42.22,124.25,158.33,10.83,1080.8,796.15,100,168.88,98.38,169.49,1130.78,2402.5,7.33,3,0.571
22.504498,0,96.18,168.08,9.41,961.18,865,3,290.35,106.23,264.81,1650.11,2406.8,6.05,2,0.483
34.673748,0,96.18,168.08,9.41,961.18,865,14,290.35,106.23,264.81,1650.11,2406.8,6.05,2,0.483
34.735800,0,96.18,168.08,9.41,961.18,865,28,290.35,106.23,264.81,1650.11,2406.8,6.05,2,0.483
45.084835,0,96.18,168.08,9.41,961.18,865,56,290.35,106.23,264.81,1650.11,2406.8,6.05,2,0.483
48.973480,0,96.18,168.08,9.41,961.18,865,100,290.35,106.23,264.81,1650.11,2406.8,6.05,2,0.483
23.138815,0,97.39,160.6,11.83,973.9,875.61,3,277.05,111.83,257.00,1627.41,2418.8,6.37,2,0.479
41.885666,0,97.39,160.6,11.83,973.9,875.61,14,277.05,111.83,257.00,1627.41,2418.8,6.37,2,0.479
48.284004,0,97.39,160.6,11.83,973.9,875.61,28,277.05,111.83,257.00,1627.41,2418.8,6.37,2,0.479
51.035015,0,97.39,160.6,11.83,973.9,875.61,56,277.05,111.83,257.00,1627.41,2418.8,6.37,2,0.479
55.640713,0,97.39,160.6,11.83,973.9,875.61,100,277.05,111.83,257.00,1627.41,2418.8,6.37,2,0.479
22.945760,0,95.64,171.54,8.87,955.14,859.2,3,295.71,105.17,268.46,1665.55,2401.6,5.99,2,0.486
35.232224,0,95.64,171.54,8.87,955.14,859.2,14,295.71,105.17,268.46,1665.55,2401.6,5.99,2,0.486
39.941345,0,95.64,171.54,8.87,955.14,859.2,28,295.71,105.17,268.46,1665.55,2401.6,5.99,2,0.486
48.718372,0,95.64,171.54,8.87,955.14,859.2,56,295.71,105.17,268.46,1665.55,2401.6,5.99,2,0.486
52.041650,0,95.64,171.54,8.87,955.14,859.2,100,295.71,105.17,268.46,1665.55,2401.6,5.99,2,0.486
21.022123,0,99.94,146.14,12.35,1006,899.76,3,251.81,111.00,237.37,1524.32,2438.8,6.44,2,0.469
33.356850,0,99.94,146.14,12.35,1006,899.76,14,251.81,111.00,237.37,1524.32,2438.8,6.44,2,0.469
33.942900,0,99.94,146.14,12.35,1006,899.76,28,251.81,111.00,237.37,1524.32,2438.8,6.44,2,0.469
44.140255,0,99.94,146.14,12.35,1006,899.76,56,251.81,111.00,237.37,1524.32,2438.8,6.44,2,0.469
45.367520,0,99.94,146.14,12.35,1006,899.76,100,251.81,111.00,237.37,1524.32,2438.8,6.44,2,0.469
15.361526,0,98.75,158.11,12.8,987.76,889.01,3,249.1,111.34,235.47,1515.97,2419.0,6.97,2,0.513
28.682201,0,98.75,158.11,12.8,987.76,889.01,14,249.1,111.34,235.47,1515.97,2419.0,6.97,2,0.513
30.847157,0,98.75,158.11,12.8,987.76,889.01,28,249.1,111.34,235.47,1515.97,2419.0,6.97,2,0.513
42.030457,0,98.75,158.11,12.8,987.76,889.01,56,249.1,111.34,235.47,1515.97,2419.0,6.97,2,0.513
51.055700,0,98.75,158.11,12.8,987.76,889.01,100,249.1,111.34,235.47,1515.97,2419.0,6.97,2,0.513
21.780546,0,98.75,146.25,14.17,987.76,889.01,3,252.31,115.71,239.75,1551.27,2438.4,6.69,2,0.469
42.292458,0,98.75,146.25,14.17,987.76,889.01,14,252.31,115.71,239.75,1551.27,2438.4,6.69,2,0.469
50.600643,0,98.75,146.25,14.17,987.76,889.01,28,252.31,115.71,239.75,1551.27,2438.4,6.69,2,0.469
55.826870,0,98.75,146.25,14.17,987.76,889.01,56,252.31,115.71,239.75,1551.27,2438.4,6.69,2,0.469
60.949677,0,98.75,146.25,14.17,987.76,889.01,100,252.31,115.71,239.75,1551.27,2438.4,6.69,2,0.469
23.524921,0,125.08,143.3,11.99,1086.8,800.89,3,246.83,109.78,232.78,1495.10,2437.2,6.06,1,0.445
42.216614,0,125.08,143.3,11.99,1086.8,800.89,14,246.83,109.78,232.78,1495.10,2437.2,6.06,1,0.445
52.503597,0,125.08,143.3,11.99,1086.8,800.89,28,246.83,109.78,232.78,1495.10,2437.2,6.06,1,0.445
60.322254,0,125.08,143.3,11.99,1086.8,800.89,56,246.83,109.78,232.78,1495.10,2437.2,6.06,1,0.445
66.424120,0,125.08,143.3,11.99,1086.8,800.89,100,246.83,109.78,232.78,1495.10,2437.2,6.06,1,0.445
23.800710,0,121.35,159.48,9.9,1053.6,777.5,3,275.07,106.46,252.96,1588.31,2413.9,5.83,2,0.458
38.769234,0,121.35,159.48,9.9,1053.6,777.5,14,275.07,106.46,252.96,1588.31,2413.9,5.83,2,0.458
51.331490,0,121.35,159.48,9.9,1053.6,777.5,28,275.07,106.46,252.96,1588.31,2413.9,5.83,2,0.458
56.847298,0,121.35,159.48,9.9,1053.6,777.5,56,275.07,106.46,252.96,1588.31,2413.9,5.83,2,0.458
58.605460,0,121.35,159.48,9.9,1053.6,777.5,100,275.07,106.46,252.96,1588.31,2413.9,5.83,2,0.458
21.911547,0,117.54,174.8,9.52,1022.8,753.45,3,297.16,107.23,270.15,1679.01,2392.4,5.90,2,0.475
36.990387,0,117.54,174.8,9.52,1022.8,753.45,14,297.16,107.23,270.15,1679.01,2392.4,5.90,2,0.475
47.401474,0,117.54,174.8,9.52,1022.8,753.45,28,297.16,107.23,270.15,1679.01,2392.4,5.90,2,0.475
51.958910,0,117.54,174.8,9.52,1022.8,753.45,56,297.16,107.23,270.15,1679.01,2392.4,5.90,2,0.475
56.743874,0,117.54,174.8,9.52,1022.8,753.45,100,297.16,107.23,270.15,1679.01,2392.4,5.90,2,0.475
17.574743,0,174.74,154.79,10.16,1053.5,776.35,3,213.74,101.17,204.03,1315.30,2401.1,6.17,2,0.486
33.729164,0,174.74,154.79,10.16,1053.5,776.35,14,213.74,101.17,204.03,1315.30,2401.1,6.17,2,0.486
40.148186,0,174.74,154.79,10.16,1053.5,776.35,28,213.74,101.17,204.03,1315.30,2401.1,6.17,2,0.486
46.643050,0,174.74,154.79,10.16,1053.5,776.35,56,213.74,101.17,204.03,1315.30,2401.1,6.17,2,0.486
50.076640,0,174.74,154.79,10.16,1053.5,776.35,100,213.74,101.17,204.03,1315.30,2401.1,6.17,2,0.486
17.367900,0,174.24,154.61,11.66,1052.3,775.48,3,213.5,105.38,205.61,1336.47,2402.7,6.36,2,0.486
33.701588,0,174.24,154.61,11.66,1052.3,775.48,14,213.5,105.38,205.61,1336.47,2402.7,6.36,2,0.486
45.939785,0,174.24,154.61,11.66,1052.3,775.48,28,213.5,105.38,205.61,1336.47,2402.7,6.36,2,0.486
51.434910,0,174.24,154.61,11.66,1052.3,775.48,56,213.5,105.38,205.61,1336.47,2402.7,6.36,2,0.486
59.301830,0,174.24,154.61,11.66,1052.3,775.48,100,213.5,105.38,205.61,1336.47,2402.7,6.36,2,0.486
30.447260,97.82,24.46,160.7,11.19,1061.7,782.46,3,277.19,112.99,259.29,1638.22,2441.3,5.74,1,0.434
47.711740,97.82,24.46,160.7,11.19,1061.7,782.46,14,277.19,112.99,259.29,1638.22,2441.3,5.74,1,0.434
63.142212,97.82,24.46,160.7,11.19,1061.7,782.46,28,277.19,112.99,259.29,1638.22,2441.3,5.74,1,0.434
66.824010,97.82,24.46,160.7,11.19,1061.7,782.46,56,277.19,112.99,259.29,1638.22,2441.3,5.74,1,0.434
66.948120,97.82,24.46,160.7,11.19,1061.7,782.46,100,277.19,112.99,259.29,1638.22,2441.3,5.74,1,0.434
27.420460,54.64,123.78,140.75,11.91,1075.7,792.67,3,218.23,108.95,211.80,1376.88,2441.7,5.69,1,0.419
35.956173,54.64,123.78,140.75,11.91,1075.7,792.67,14,218.23,108.95,211.80,1376.88,2441.7,5.69,1,0.419
55.509712,54.64,123.78,140.75,11.91,1075.7,792.67,28,218.23,108.95,211.80,1376.88,2441.7,5.69,1,0.419
61.990788,54.64,123.78,140.75,11.91,1075.7,792.67,56,218.23,108.95,211.80,1376.88,2441.7,5.69,1,0.419
63.528320,54.64,123.78,140.75,11.91,1075.7,792.67,100,218.23,108.95,211.80,1376.88,2441.7,5.69,1,0.419
18.016008,53.8,121.89,155.63,9.61,1014.3,780.58,3,214.9,100.44,205.80,1320.53,2410.7,5.93,2,0.470
38.603760,53.8,121.89,155.63,9.61,1014.3,780.58,14,214.9,100.44,205.80,1320.53,2410.7,5.93,2,0.470
52.200230,53.8,121.89,155.63,9.61,1014.3,780.58,28,214.9,100.44,205.80,1320.53,2410.7,5.93,2,0.470
53.958393,53.8,121.89,155.63,9.61,1014.3,780.58,56,214.9,100.44,205.80,1320.53,2410.7,5.93,2,0.470
56.633560,53.8,121.89,155.63,9.61,1014.3,780.58,100,214.9,100.44,205.80,1320.53,2410.7,5.93,2,0.470
15.340841,0,124.13,158.49,11.33,1078.7,794.91,3,218.85,103.73,208.93,1355.18,2407.1,7.05,2,0.540
26.048403,0,124.13,158.49,11.33,1078.7,794.91,14,218.85,103.73,208.93,1355.18,2407.1,7.05,2,0.540
30.219732,0,124.13,158.49,11.33,1078.7,794.91,28,218.85,103.73,208.93,1355.18,2407.1,7.05,2,0.540
37.266180,0,124.13,158.49,11.33,1078.7,794.91,56,218.85,103.73,208.93,1355.18,2407.1,7.05,2,0.540
46.229366,0,124.13,158.49,11.33,1078.7,794.91,100,218.85,103.73,208.93,1355.18,2407.1,7.05,2,0.540
16.278528,0,0,214.6,0,1003.5,762.36,3,376,85.23,321.03,1886.55,2355.7,5.71,3,0.571
25.620928,0,0,214.6,0,1003.5,762.36,14,376,85.23,321.03,1886.55,2355.7,5.71,3,0.571
31.971003,0,0,214.6,0,1003.5,762.36,28,376,85.23,321.03,1886.55,2355.7,5.71,3,0.571
36.300910,0,0,214.6,0,1003.5,762.36,56,376,85.23,321.03,1886.55,2355.7,5.71,3,0.571
43.057777,0,0,214.6,0,1003.5,762.36,100,376,85.23,321.03,1886.55,2355.7,5.71,3,0.571
67.568650,0,0,140,4,966,853,28,500,114.98,428.20,2522.86,2500.1,3.20,2,0.280
57.226510,0,59,142,1.9,1098,641,28,475,106.10,404.90,2371.62,2476.7,2.96,2,0.278
81.751170,137,0,145,5.9,1130,745,28,315,104.97,285.37,1743.79,2478.4,4.07,0,0.341
64.017845,0,60,195,0,1030,630,28,505,103.48,426.81,2474.79,2398.4,3.60,2,0.360
78.800210,0,0,165,11.25,1030,745,28,451,127.96,395.97,2400.58,2456.3,4.91,2,0.366
41.368560,0,0,162,8.2,801,802,28,516,125.39,445.03,2641.20,2459.6,3.93,2,0.314
60.280888,0,0,170,5.2,855,855,28,520,119.35,445.52,2624.24,2453.4,3.77,2,0.327
56.833508,0,0,185,6.86,920,720,28,528,123.57,453.05,2677.67,2429.1,4.15,2,0.350
51.021225,0,0,175,5.2,870,805,28,520,118.58,445.09,2620.45,2443.2,3.87,2,0.337
55.551083,0,136,158,20,903,768,28,385,148.54,354.66,2233.96,2436.8,5.31,1,0.339
44.133358,0,0,200,3,1124.4,613.2,28,500.1,109.96,425.50,2497.13,2405.9,4.30,2,0.400
39.375973,50,0,200,3,1124.4,613.2,28,450.1,106.51,387.00,2282.13,2402.7,4.38,2,0.408
55.647610,17.2,158,167,20.8,967,633,28,397,153.02,365.74,2300.15,2421.6,5.12,0,0.330
47.277370,17.5,163,167,17.9,996,652,28,333,136.99,310.23,1967.06,2407.2,5.50,1,0.375
44.326412,17.6,158,189,15.3,967,633,28,334,128.56,307.50,1928.02,2369.1,5.77,1,0.427
52.303650,0,0,175,0,1120,695,28,405,89.80,344.70,2022.45,2422.9,4.32,2,0.432
49.249270,200,0,190,0,1145,660,28,200,75.03,186.38,1137.98,2386.4,5.28,2,0.528
41.368560,0,0,162,8.26,801,802,28,516,125.56,445.11,2642.10,2459.7,3.94,2,0.314
29.157940,116,119,184,5.7,833,880,28,145,82.67,146.94,954.21,2352.0,6.70,3,0.595
39.396660,128,122,182,6.4,824,879,28,160,87.54,160.68,1036.78,2360.3,6.20,2,0.542
39.300133,156,0,189,5.85,981,760,28,234,92.75,219.26,1365.81,2387.8,6.02,2,0.527
67.865120,180,95,159,9.45,860,800,28,250,110.04,239.59,1504.37,2426.2,4.43,1,0.353
58.522724,0,0,162,9.5,1044,662,28,475,124.76,412.79,2477.54,2459.3,4.41,2,0.341
53.579180,190,0,163,7.6,1031,685,28,285,106.44,264.37,1633.31,2443.4,4.53,1,0.373
58.998463,119,0,160,9.03,1061,657,28,356,115.39,320.63,1959.65,2454.4,4.50,1,0.355
76.235360,180,120,162,10.35,830,765,28,275,115.99,261.17,1629.47,2420.3,4.20,0,0.330
69.837020,0,0,151,9,1033,655,28,500,126.43,432.56,2583.44,2480.2,3.92,2,0.302
14.396259,0.02,143.57,163.81,0,1005.6,900.9,3,165,65.56,152.26,944.23,2376.8,6.52,4,0.652
19.415644,128.5,132.1,175.06,8.08,1005.8,746.6,3,165,93.95,166.61,1087.43,2377.6,5.99,2,0.504
20.725649,129.8,118.6,179.94,3.57,1007.3,746.8,3,178.03,82.29,171.69,1078.91,2371.0,5.52,2,0.510
14.940945,129.9,128.62,175.46,7.79,1006.3,746.6,3,167.35,93.39,168.19,1094.01,2377.9,5.95,2,0.504
21.291020,13.61,172.37,156.76,4.14,1006.3,856.4,3,172.38,79.83,164.09,1042.83,2388.1,6.05,2,0.547
23.076761,50.05,173.53,164.77,6.47,1006.2,793.5,3,173.54,87.96,169.06,1087.88,2379.6,6.00,2,0.519
15.520104,75.4,167,164.03,7.91,1007.3,770.1,3,167,92.18,166.33,1084.09,2383.4,5.97,2,0.501
15.816580,93.37,159.9,172.34,9.73,1007.2,746.6,3,173.81,98.78,174.62,1145.06,2376.7,6.14,2,0.500
12.548463,0,125.18,166.61,9.88,1079,798.9,3,190.34,95.77,183.87,1202.83,2387.6,7.84,3,0.628
8.487450,0,95.69,191.84,5.33,948.9,857.2,3,250,88.56,226.68,1401.53,2357.8,7.01,3,0.624
15.609736,0,174.24,159.21,11.66,1043.6,771.9,3,213.5,105.16,205.53,1335.42,2395.0,6.51,2,0.501
12.176146,0,100.52,170.17,7.48,998,901.8,3,194.68,89.07,184.68,1188.14,2385.6,7.94,4,0.667
11.983093,0,118.27,192.94,5.75,1043.6,754.3,3,251.37,90.50,228.21,1413.68,2354.6,6.76,3,0.599
16.878372,0.02,143.57,163.81,0,1005.6,900.9,14,165,65.56,152.26,944.23,2376.8,6.52,4,0.652
33.087950,128.5,132.1,175.06,8.08,1005.8,746.6,14,165,93.95,166.61,1087.43,2377.6,5.99,2,0.504
34.239380,129.8,118.6,179.94,3.57,1007.3,746.8,14,178.03,82.29,171.69,1078.91,2371.0,5.52,2,0.510
31.812422,129.9,128.62,175.46,7.79,1006.3,746.6,14,167.35,93.39,168.19,1094.01,2377.9,5.95,2,0.504
29.750889,13.61,172.37,156.76,4.14,1006.3,856.4,14,172.38,79.83,164.09,1042.83,2388.1,6.05,2,0.547
33.005215,50.05,173.53,164.77,6.47,1006.2,793.5,14,173.54,87.96,169.06,1087.88,2379.6,6.00,2,0.519
32.901794,75.4,167,164.03,7.91,1007.3,770.1,14,167,92.18,166.33,1084.09,2383.4,5.97,2,0.501
29.550941,93.37,159.9,172.34,9.73,1007.2,746.6,14,173.81,98.78,174.62,1145.06,2376.7,6.14,2,0.500
19.415644,0,125.18,166.61,9.88,1079,798.9,14,190.34,95.77,183.87,1202.83,2387.6,7.84,3,0.628
24.655663,0,95.69,191.84,5.33,948.9,857.2,14,250,88.56,226.68,1401.53,2357.8,7.01,3,0.624
29.592310,0,174.24,159.21,11.66,1043.6,771.9,14,213.5,105.16,205.53,1335.42,2395.0,6.51,2,0.501
24.283344,0,100.52,170.17,7.48,998,901.8,14,194.68,89.07,184.68,1188.14,2385.6,7.94,4,0.667
20.725649,0,118.27,192.94,5.75,1043.6,754.3,14,251.37,90.50,228.21,1413.68,2354.6,6.76,3,0.599
26.200089,0.02,143.57,163.81,0,1005.6,900.9,28,165,65.56,152.26,944.23,2376.8,6.52,4,0.652
46.387947,128.5,132.1,175.06,8.08,1005.8,746.6,28,165,93.95,166.61,1087.43,2377.6,5.99,2,0.504
39.162235,129.8,118.6,179.94,3.57,1007.3,746.8,28,178.03,82.29,171.69,1078.91,2371.0,5.52,2,0.510
41.203087,129.9,128.62,175.46,7.79,1006.3,746.6,28,167.35,93.39,168.19,1094.01,2377.9,5.95,2,0.504
33.687798,13.61,172.37,156.76,4.14,1006.3,856.4,28,172.38,79.83,164.09,1042.83,2388.1,6.05,2,0.547
38.203865,50.05,173.53,164.77,6.47,1006.2,793.5,28,173.54,87.96,169.06,1087.88,2379.6,6.00,2,0.519
41.409927,75.4,167,164.03,7.91,1007.3,770.1,28,167,92.18,166.33,1084.09,2383.4,5.97,2,0.501
37.810863,93.37,159.9,172.34,9.73,1007.2,746.6,28,173.81,98.78,174.62,1145.06,2376.7,6.14,2,0.500
24.848715,0,125.18,166.61,9.88,1079,798.9,28,190.34,95.77,183.87,1202.83,2387.6,7.84,3,0.628
27.220512,0,95.69,191.84,5.33,948.9,857.2,28,250,88.56,226.68,1401.53,2357.8,7.01,3,0.624
44.636677,0,174.24,159.21,11.66,1043.6,771.9,28,213.5,105.16,205.53,1335.42,2395.0,6.51,2,0.501
37.266180,0,100.52,170.17,7.48,998,901.8,28,194.68,89.07,184.68,1188.14,2385.6,7.94,4,0.667
33.274113,0,118.27,192.94,5.75,1043.6,754.3,28,251.37,90.50,228.21,1413.68,2354.6,6.76,3,0.599
36.562912,0.02,143.57,163.81,0,1005.6,900.9,56,165,65.56,152.26,944.23,2376.8,6.52,4,0.652
53.723970,128.5,132.1,175.06,8.08,1005.8,746.6,56,165,93.95,166.61,1087.43,2377.6,5.99,2,0.504
48.587370,129.8,118.6,179.94,3.57,1007.3,746.8,56,178.03,82.29,171.69,1078.91,2371.0,5.52,2,0.510
51.724490,129.9,128.62,175.46,7.79,1006.3,746.6,56,167.35,93.39,168.19,1094.01,2377.9,5.95,2,0.504
35.852753,13.61,172.37,156.76,4.14,1006.3,856.4,56,172.38,79.83,164.09,1042.83,2388.1,6.05,2,0.547
53.772232,50.05,173.53,164.77,6.47,1006.2,793.5,56,173.54,87.96,169.06,1087.88,2379.6,6.00,2,0.519
53.461967,75.4,167,164.03,7.91,1007.3,770.1,56,167,92.18,166.33,1084.09,2383.4,5.97,2,0.501
48.987270,93.37,159.9,172.34,9.73,1007.2,746.6,56,173.81,98.78,174.62,1145.06,2376.7,6.14,2,0.500
31.715897,0,125.18,166.61,9.88,1079,798.9,56,190.34,95.77,183.87,1202.83,2387.6,7.84,3,0.628
39.644870,0,95.69,191.84,5.33,948.9,857.2,56,250,88.56,226.68,1401.53,2357.8,7.01,3,0.624
51.255646,0,174.24,159.21,11.66,1043.6,771.9,56,213.5,105.16,205.53,1335.42,2395.0,6.51,2,0.501
43.388725,0,100.52,170.17,7.48,998,901.8,56,194.68,89.07,184.68,1188.14,2385.6,7.94,4,0.667
39.265660,0,118.27,192.94,5.75,1043.6,754.3,56,251.37,90.50,228.21,1413.68,2354.6,6.76,3,0.599
37.955654,0.02,143.57,163.81,0,1005.6,900.9,100,165,65.56,152.26,944.23,2376.8,6.52,4,0.652
55.020184,128.5,132.1,175.06,8.08,1005.8,746.6,100,165,93.95,166.61,1087.43,2377.6,5.99,2,0.504
49.993904,129.8,118.6,179.94,3.57,1007.3,746.8,100,178.03,82.29,171.69,1078.91,2371.0,5.52,2,0.510
53.655020,129.9,128.62,175.46,7.79,1006.3,746.6,100,167.35,93.39,168.19,1094.01,2377.9,5.95,2,0.504
37.679863,13.61,172.37,156.76,4.14,1006.3,856.4,100,172.38,79.83,164.09,1042.83,2388.1,6.05,2,0.547
56.061295,50.05,173.53,164.77,6.47,1006.2,793.5,100,173.54,87.96,169.06,1087.88,2379.6,6.00,2,0.519
56.812824,75.4,167,164.03,7.91,1007.3,770.1,100,167,92.18,166.33,1084.09,2383.4,5.97,2,0.501
50.938488,93.37,159.9,172.34,9.73,1007.2,746.6,100,173.81,98.78,174.62,1145.06,2376.7,6.14,2,0.500
33.563690,0,125.18,166.61,9.88,1079,798.9,100,190.34,95.77,183.87,1202.83,2387.6,7.84,3,0.628
