Concrete Compressive Strength,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age,Cement
35.852753,13.61,172.37,156.76,4.14,1006.3,856.4,56,172.38
53.772232,50.05,173.53,164.77,6.47,1006.2,793.5,56,173.54
53.461967,75.4,167,164.03,7.91,1007.3,770.1,56,167
48.98727,93.37,159.9,172.34,9.73,1007.2,746.6,56,173.81
31.715897,0,125.18,166.61,9.88,1079,798.9,56,190.34
39.64487,0,95.69,191.84,5.33,948.9,857.2,56,250
51.255646,0,174.24,159.21,11.66,1043.6,771.9,56,213.5
43.388725,0,100.52,170.17,7.48,998,901.8,56,194.68
39.26566,0,118.27,192.94,5.75,1043.6,754.3,56,251.37
37.955654,0.02,143.57,163.81,0,1005.6,900.9,100,165
55.020184,128.5,132.1,175.06,8.08,1005.8,746.6,100,165
49.993904,129.8,118.6,179.94,3.57,1007.3,746.8,100,178.03
53.65502,129.9,128.62,175.46,7.79,1006.3,746.6,100,167.35
37.679863,13.61,172.37,156.76,4.14,1006.3,856.4,100,172.38
56.061295,50.05,173.53,164.77,6.47,1006.2,793.5,100,173.54
56.812824,75.4,167,164.03,7.91,1007.3,770.1,100,167
50.938488,93.37,159.9,172.34,9.73,1007.2,746.6,100,173.81
33.56369,0,125.18,166.61,9.88,1079,798.9,100,190.34
41.161716,0,95.69,191.84,5.33,948.9,857.2,100,250
52.958652,0,174.24,159.21,11.66,1043.6,771.9,100,213.5
44.27815,0,100.52,170.17,7.48,998,901.8,100,194.68
40.148186,0,118.27,192.94,5.75,1043.6,754.3,100,251.37
57.02656,24,79,162,11.61,967,712,28,446
44.42294,24,79,162,11.64,967,712,28,446
51.021225,24,79,162,11.64,967,712,28,446
53.386127,24,79,162,10.3,967,712,28,446
35.363224,24,79,162,11.61,967,712,3,446
25.021084,24,79,162,11.64,967,712,3,446
23.345657,24,79,162,11.64,967,712,3,446
52.007175,24,79,162,11.61,967,712,7,446
38.017708,24,79,162,11.64,967,712,7,446
39.300133,24,79,162,11.64,967,712,7,446
61.06689,24,79,162,11.61,967,712,56,446
56.14403,24,79,162,11.64,967,712,56,446
55.25461,24,79,162,11.64,967,712,56,446
54.76508,24,79,162,10.3,967,712,56,446
50.23522,20,94,157,14.32,938,845,28,387
46.68442,20,94,157,13.93,938,845,28,387
46.68442,20,94,157,11.61,938,845,28,387
22.752708,20,94,157,14.32,938,845,3,387
25.510612,20,94,157,13.93,938,845,3,387
34.770275,20,94,157,11.61,938,845,3,387
36.838703,20,94,157,14.32,938,845,7,387
45.89842,20,94,157,13.93,938,845,7,387
41.665035,20,94,157,11.61,938,845,7,387
56.337086,20,94,157,14.32,938,845,56,387
47.966846,20,94,157,13.93,938,845,56,387
61.459892,20,94,157,11.61,938,845,56,387
44.029938,19,97,145,13.13,967,871,28,355
55.454556,19,97,145,12.25,967,871,28,355
55.551083,26,123,210,3.93,882,699,28,491
57.915985,26,123,201,3.93,822,699,28,491
25.609108,26,123,210,3.93,882,699,3,491
33.488834,26,123,210,3.93,882,699,7,491
59.590427,26,123,210,3.93,882,699,56,491
29.548971,26,123,201,3.93,822,699,3,491
37.92118,26,123,201,3.93,822,699,7,491
61.855846,26,123,201,3.93,822,699,56,491
62.05284,22,132,178,8.48,822,750,28,424
32.011387,22,132,178,8.48,882,750,3,424
72.0985,22,132,168,8.92,822,750,28,424
39.004642,22,132,178,8.48,822,750,7,424
65.69721,22,132,178,8.48,822,750,56,424
32.109882,22,132,168,8.92,822,750,3,424
40.2851,22,132,168,8.92,822,750,7,424
74.364914,22,132,168,8.92,822,750,56,424
21.966705,11,141,206,1.72,942,801,28,202
9.849657,11,141,206,1.72,942,801,3,202
15.069976,11,141,206,1.72,942,801,7,202
23.245192,11,141,206,1.72,942,801,56,202
43.733463,15,141,179,5.46,842,801,28,284
13.395534,15,141,179,5.46,842,801,3,284
24.13166,15,141,179,5.46,842,801,7,284
44.52045,15,141,179,5.46,842,801,56,284
62.935368,19,141,154,10.91,942,801,28,359
59.494884,19,141,154,10.91,942,801,28,359
25.116625,19,141,154,10.91,942,801,3,359
23.639177,19,141,154,10.91,942,801,3,359
35.754257,19,141,154,10.91,942,801,7,359
38.610657,19,141,154,10.91,942,801,7,359
68.75061,19,141,154,10.91,942,801,56,359
66.78068,19,141,154,10.91,942,801,56,359
23.848974,0,0,218,0,838.4,719.7,28,436
32.06822,0,0,192,0,913.2,895.3,90,289
11.654902,0,0,192,0,913.2,895.3,3,289
19.199148,0,0,192,0,940.6,785.6,3,393
48.846615,0,0,192,0,940.6,785.6,90,393
39.60488,0,0,192,0,940.6,785.6,28,393
43.942375,0,0,192,0,936.2,712.2,28,480
34.569637,0,0,192,0,936.2,712.2,7,480
54.31554,0,0,192,0,936.2,712.2,90,480
24.404692,0,0,192,0,936.2,712.2,3,480
15.615942,0,0,192,0,931.2,842.6,3,333
21.859148,0,0,192,0,889.8,945,90,255
10.222171,0,0,192,0,889.8,945,7,255
14.596896,0,0,192,0,913.2,895.3,7,289
18.746162,0,0,192,0,889.8,945,28,255
31.966866,0,0,192,0,931.2,842.6,28,333
23.404953,0,0,192,0,931.2,842.6,7,333
25.573355,0,0,192,0,913.2,895.3,28,289
41.680202,0,0,192,0,931.2,842.6,90,333
27.742445,0,0,192,0,940.6,785.6,7,393
8.204075,0,0,192,0,889.8,945,3,255
9.6175,238.2,0,185.7,0,1040.6,734.3,7,158.8
25.42236,359.4,0,185.7,0,941.6,664.3,7,239.6
15.691094,158.8,0,185.7,0,1040.6,734.3,7,238.2
27.9355,272.8,0,185.7,0,1012.4,714.3,28,181.9
32.626694,290.2,0,185.7,0,998.2,704.3,28,193.5
17.23621,170.3,0,185.7,0,1026.6,724.3,7,255.5
19.76521,181.9,0,185.7,0,1012.4,714.3,7,272.8
39.43527,359.4,0,185.7,0,941.6,664.3,28,239.6
25.745033,147.2,0,185.7,0,1055,744.3,28,220.8
33.082436,0,0,185.7,0,1040.6,734.3,28,397
24.06547,0,0,185.7,0,1047.8,739.3,7,382.5
21.819847,316.1,0,185.7,0,977,689.3,7,210.7
21.06625,238.2,0,185.7,0,1040.6,734.3,28,158.8
14.843729,0,0,185.7,0,1091.4,769.3,7,295.8
32.05167,170.3,0,185.7,0,1026.6,724.3,28,255.5
11.957582,135.7,0,185.7,0,1076.2,759.3,7,203.5
25.44787,0,0,185.7,0,1040.6,734.3,7,397
22.489328,0,0,185.7,0,1104.6,784.3,28,381.4
25.216896,0,0,185.7,0,1091.4,769.3,28,295.8
39.699337,342.1,0,185.7,0,955.8,674.3,28,228
13.089012,147.2,0,185.7,0,1055,744.3,7,220.8
38.700287,210.7,0,185.7,0,977,689.3,28,316.1
7.5070148,203.5,0,185.7,0,1076.2,759.3,7,135.7
17.576122,0,0,185.7,0,1118.8,789.3,28,238.1
21.179323,0,0,185.7,0,1069.2,754.3,7,339.2
18.198719,203.5,0,185.7,0,1076.2,759.3,28,135.7
17.200357,290.2,0,185.7,0,998.2,704.3,7,193.5
22.629982,135.7,0,185.7,0,1076.2,759.3,28,203.5
21.859148,193.5,0,185.7,0,998.2,704.3,7,290.2
12.372647,272.8,0,185.7,0,1012.4,714.3,7,181.9
25.726418,155.5,0,185.7,0,1026.6,724.3,28,170.3
37.81362,316.1,0,185.7,0,977,689.3,28,210.7
21.917063,342.1,0,185.7,0,955.8,674.3,7,228
33.043137,193.5,0,185.7,0,998.2,704.3,28,290.2
14.541049,0,0,185.7,0,1104.6,784.3,7,381.4
26.913696,158.8,0,185.7,0,1040.6,734.3,28,238.2
7.995853,124.1,0,185.7,0,1083.4,764.3,7,186.2
31.899986,0,0,185.7,0,1069.2,754.3,28,339.2
10.335935,0,0,185.7,0,1118.8,789.3,7,238.1
19.76521,0,0,185.7,0,1111.6,784.3,28,252.5
37.43786,0,0,185.7,0,1047.8,739.3,28,382.5
11.483912,0,0,185.7,0,1111.6,784.3,7,252.5
24.437788,210.7,0,185.7,0,977,689.3,7,316.1
17.596806,124.1,0,185.7,0,1083.4,764.3,28,186.2
10.730315,155.5,0,185.7,0,1026.6,724.3,7,170.3
31.3815,181.9,0,185.7,0,1012.4,714.3,28,272.8
13.22415,0,0,197,0,968,781,3,339
20.966965,0,0,197,0,968,781,7,339
27.041248,0,0,197,0,968,781,14,339
32.03995,0,0,197,0,968,781,28,339
35.17017,0,0,197,0,968,781,90,339
36.4457,0,0,197,0,968,781,180,339
38.89334,0,0,197,0,968,781,365,339
6.4672847,0,0,194,0,968,885,3,236
12.838043,0,0,194,0,968,885,14,236
18.415903,0,0,194,0,968,885,28,236
21.94602,0,0,194,0,968,885,90,236
24.10408,0,0,193,0,968,885,180,236
25.083138,0,0,193,0,968,885,365,236
21.26344,0,0,191,0,968,856,14,277
25.965666,0,0,191,0,968,856,28,277
11.362564,0,0,191,0,968,856,3,277
31.253946,0,0,191,0,968,856,90,277
32.32953,0,0,191,0,968,856,180,277
33.701588,0,0,191,0,968,856,360,277
9.307926,0,0,198,0,968,863,3,254
26.944721,0,0,198,0,968,863,90,254
27.627304,0,0,198,0,968,863,180,254
29.785364,0,0,198,0,968,863,365,254
34.48759,0,0,193,0,968,812,180,307
36.149227,0,0,193,0,968,812,365,307
12.541569,0,0,193,0,968,812,3,307
27.530777,0,0,193,0,968,812,28,307
32.922478,0,0,193,0,968,812,90,307
9.990507,0,0,193,0,968,885,7,236
7.839342,0,0,180,0,1125,845,7,200
12.245093,0,0,180,0,1125,845,28,200
11.169511,0,0,181,0,1113,833,7,225
17.34032,0,0,181,0,1113,833,28,225
17.54027,0,0,184,0,1063,783,7,325
30.571365,0,0,184,0,1063,783,28,325
14.203206,0,0,183,0,1088,808,7,275
24.497082,0,0,183,0,1088,808,28,275
15.575263,0,0,184,0,1075,795,7,300
26.848196,0,0,184,0,1075,795,28,300
26.062193,0,0,186,0,1038,758,7,375
38.21076,0,0,186,0,1038,758,28,375
43.69899,0,0,187,0,1025,745,28,400
30.14389,0,0,187,0,1025,745,7,400
12.734622,0,0,182,0,1100,820,7,250
20.870438,0,0,182,0,1100,820,28,250
20.277489,0,0,186,0,1050,770,7,350
34.294537,0,0,186,0,1050,770,28,350
19.53906,305.3,0,203.5,0,963.4,630,7,203.5
47.714497,166.8,0,203.5,0,977.6,694.1,90,250.2
43.377003,236,0,192,0,935.4,781.2,90,157
29.892233,212,0,203.5,0,971.8,748.5,28,141.3
6.902344,250.2,0,203.5,0,975.6,692.6,3,166.8
33.192062,183.9,0,203.5,0,958.2,800.1,90,122.6
4.9035535,122.6,0,203.5,0,959.2,800,3,183.9
4.5650206,153,0,192,0,887,942,3,102
25.46097,153,0,192,0,887,942,90,102
24.29093,183.9,0,203.5,0,958.2,800.1,28,122.6
33.94773,250.2,0,203.5,0,975.6,692.6,28,166.8
11.414275,133,0,192,0,965.4,806.2,3,200
20.593958,162.4,0,203.5,0,938.2,849,28,108.3
25.89396,203.5,0,203.5,0,965.4,631,7,305.3
29.231714,162.4,0,203.5,0,938.2,849,90,108.3
31.023663,173,0,192,0,909.8,891.9,90,116
10.39385,212,0,203.5,0,971.8,748.5,7,141.3
33.664356,236,0,192,0,935.4,781.2,28,157
27.874825,200,0,192,0,927.4,839.2,28,133
19.350143,166.8,0,203.5,0,977.6,694.1,7,250.2
11.392212,116,0,192,0,946.8,856.8,7,173
12.788401,288,0,192,0,929.8,716.1,3,192
39.321507,288,0,192,0,929.8,716.1,28,192
4.7822056,102,0,192,0,888,943.1,3,153
16.109606,192,0,192,0,932,717.8,3,288
43.377003,203.5,0,203.5,0,965.4,631,28,305.3
20.416075,157,0,192,0,972.6,749.1,7,236
6.9409547,116,0,192,0,946.8,856.8,3,173
15.030577,141.3,0,203.5,0,973.4,750,7,212
13.56544,157,0,192,0,972.6,749.1,3,236
32.532925,122.6,0,203.5,0,959.2,800,90,183.9
15.748322,250.2,0,203.5,0,975.6,692.6,7,166.8
7.675936,153,0,192,0,887,942,7,102
38.804398,192,0,192,0,932,717.8,28,288
33.003838,141.3,0,203.5,0,973.4,750,28,212
17.27551,153,0,192,0,887,942,28,102
24.281965,116,0,192,0,946.8,856.8,28,173
24.046165,122.6,0,203.5,0,959.2,800,28,183.9
36.588425,200,0,192,0,927.4,839.2,90,133
50.732334,288,0,192,0,929.8,716.1,90,192
13.664036,200,0,192,0,927.4,839.2,7,133
14.14391,203.5,0,203.5,0,965.4,631,3,305.3
47.782066,157,0,192,0,972.6,749.1,90,236
2.3318079,162.4,0,203.5,0,938.2,849,3,108.3
16.889404,236,0,192,0,935.4,781.2,7,157
23.523542,192,0,192,0,932,717.8,7,288
6.8085756,141.3,0,203.5,0,973.4,750,3,212
39.700027,141.3,0,203.5,0,973.4,750,90,212
17.964296,102,0,192,0,888,943.1,28,153
32.88456,157,0,192,0,972.6,749.1,28,236
22.347986,173,0,192,0,909.8,891.9,28,116
10.787541,122.6,0,203.5,0,959.2,800,7,183.9
7.7235103,162.4,0,203.5,0,938.2,849,7,108.3
41.68434,305.3,0,203.5,0,963.4,630,28,203.5
9.561653,305.3,0,203.5,0,963.4,630,3,203.5
6.8837285,200,0,192,0,927.4,839.2,3,133
50.52687,192,0,192,0,932,717.8,90,288
17.165884,133,0,192,0,965.4,806.2,7,200
30.439676,133,0,192,0,965.4,806.2,28,200
9.731264,166.8,0,203.5,0,977.6,694.1,3,250.2
3.3198268,183.9,0,203.5,0,958.2,800.1,3,122.6
26.322815,102,0,192,0,888,943.1,90,153
43.250828,133,0,192,0,965.4,806.2,90,200
6.280437,173,0,192,0,909.8,891.9,3,116
32.10269,116,0,192,0,946.8,856.8,90,173
36.964188,166.8,0,203.5,0,977.6,694.1,28,250.2
54.598915,203.5,0,203.5,0,965.4,631,90,305.3
21.480625,288,0,192,0,929.8,716.1,7,192
9.694722,236,0,192,0,935.4,781.2,3,157
8.374375,102,0,192,0,888,943.1,7,153
39.662106,212,0,203.5,0,971.8,748.5,90,141.3
10.089792,173,0,192,0,909.8,891.9,7,116
4.827711,212,0,203.5,0,971.8,748.5,3,141.3
10.35455,183.9,0,203.5,0,958.2,800.1,7,122.6
43.56523,250.2,0,203.5,0,975.6,692.6,90,166.8
51.86376,305.3,0,203.5,0,963.4,630,90,203.5
11.852093,0,0,192,0,1012,830,3,310
17.243795,0,0,192,0,1012,830,7,310
27.827251,0,0,192,0,1012,830,28,310
35.76312,0,0,192,0,1012,830,90,310
38.700287,0,0,192,0,1012,830,120,310
14.306627,0,0,192,0,1025,821,3,331
17.436848,0,0,192,0,1025,821,7,331
31.743475,0,0,192,0,1025,821,28,331
37.914284,0,0,192,0,1025,821,90,331
39.38287,0,0,192,0,1025,821,120,331
15.8717375,0,0,192,0,1056,809,3,349
9.011452,0,0,192,0,1056,809,7,349
33.60506,0,0,192,0,1056,809,28,349
40.6584,0,0,192,0,1056,809,90,349
40.85835,0,0,192,0,1056,809,120,349
12.05204,0,0,186,0,1119,789,7,238
17.54027,0,0,186,0,1119,789,28,238
18.912327,0,0,186,0,1090,769,7,296
25.179663,0,0,186,0,1090,769,28,296
30.957472,0,0,186,0,1040,734,7,297
43.89204,0,0,192,0,936,721,28,480
54.27555,0,0,192,0,936,721,90,480
36.93523,0,0,186,0,1040,734,28,397
14.4996805,0,0,186,0,1104,774,7,281
22.435549,0,0,185,0,1104,774,28,281
12.638095,0,0,200,0,1125,613,1,500
26.062193,0,0,200,0,1125,613,3,500
33.21206,0,0,200,0,1125,613,7,500
36.93523,0,0,200,0,1125,613,14,500
44.09199,0,0,200,0,1125,613,28,500
52.613914,0,0,173,0,1125,613,7,540
59.76378,0,0,173,0,1125,613,14,540
67.30665,0,0,173,0,1125,613,28,540
69.65776,0,0,173,0,1125,613,90,540
71.622765,0,0,173,0,1125,613,180,540
74.16693,0,0,173,0,1125,613,270,540
18.126324,0,0,203,0,974,775,7,350
22.532076,0,0,203,0,974,775,14,350
27.337723,0,0,203,0,974,775,28,350
29.978416,0,0,203,0,974,775,56,350
31.350473,0,0,203,0,974,775,90,350
32.72253,0,0,203,0,974,775,180,350
6.267337,0,0,186,0,966,763,1,385
14.699628,0,0,186,0,966,763,3,385
23.221552,0,0,186,0,966,763,7,385
27.923779,0,0,186,0,966,763,14,385
31.350473,0,0,186,0,966,763,28,385
38.99676,0,0,192,0,978,825,180,331
41.244453,0,0,192,0,978,825,360,331
14.989208,0,0,192,0,1047,806,3,349
13.520624,0,0,192,0,978,825,3,331
24.00066,0,0,186,0,1047,739,7,382
37.42476,0,0,186,0,1047,739,28,382
11.465986,0,0,186,0,1111,784,7,382
22.435549,0,0,186,0,1104,774,28,281
21.160019,0,0,185,0,1069,754,7,339
31.840002,0,0,185,0,1069,754,28,339
14.796155,0,0,185,0,1069,769,7,295
25.179663,0,0,185,0,1069,769,28,295
17.54027,0,0,185,0,1118,789,28,238
14.203206,0,0,192,0,1085,765,7,296
21.649546,0,0,192,0,1085,765,28,296
29.392363,0,0,192,0,1085,765,90,296
13.520624,0,0,192,0,879,825,3,331
16.264738,0,0,192,0,978,825,7,331
31.447,0,0,192,0,978,825,28,331
37.231705,0,0,192,0,978,825,90,331
18.126324,0,0,192,0,1047,806,7,349
32.72253,0,0,192,0,1047,806,28,349
39.48629,0,0,192,0,1047,806,90,349
41.0514,0,0,192,0,1047,806,180,349
42.126984,0,0,192,0,1047,806,360,349
18.126324,0,0,203,0,974,817,14,302
26.744774,0,0,203,0,974,817,180,302
61.92184,0,0,189,0,1125,613,180,525
47.22221,0,0,200,0,1125,613,90,500
51.04191,0,0,200,0,1125,613,180,500
55.15808,0,0,200,0,1125,613,270,500
41.637455,0,0,173,0,1125,613,3,540
13.713677,0,0,185,0,1111,784,7,252
19.691435,0,0,185,0,1111,784,28,252
31.646948,0,0,185,0,1060,754,28,339
19.10538,0,0,192,0,940,758,3,393
39.582817,0,0,192,0,940,758,28,393
48.794216,0,0,192,0,940,758,90,393
24.00066,0,0,185,0,1047,739,7,382
37.42476,0,0,185,0,1047,739,28,382
11.465986,0,0,186,0,1111,784,7,252
19.691435,0,0,185,0,1111,784,28,252
14.989208,0,0,192,0,970,850,7,310
27.923779,0,0,192,0,970,850,28,310
34.68064,0,0,192,0,970,850,90,310
37.32823,0,0,192,0,970,850,180,310
38.114235,0,0,192,0,970,850,360,310
33.798115,0,0,189,0,1125,613,3,525
42.42346,0,0,189,0,1125,613,7,525
48.401215,0,0,189,0,1125,613,14,525
55.944084,0,0,189,0,1125,613,28,525
58.784725,0,0,189,0,1125,613,90,525
67.113594,0,0,189,0,1125,613,270,525
20.773912,0,0,203,0,974,800,14,322
25.179663,0,0,203,0,974,800,28,322
29.585415,0,0,203,0,974,800,180,322
21.752968,0,0,203,0,974,817,28,302
39.09329,0,0,185,0,1040,734,28,397
24.393661,0,0,192,0,936,721,3,480
50.511013,0,0,146,0,896,896,7,522
74.98741,0,0,146,0,896,896,28,522
37.16965,105,82,210,9,904,680,28,273
33.756744,190,148,179,19,838,741,28,162
16.49916,144,112,220,10,923,658,28,154
19.98791,115,89,202,9,860,829,28,147
36.349174,178,139,168,18,944,695,28,152
33.687798,143,111,168,22,914,651,28,310
15.416683,0,175,158,18,943,844,28,144
33.418903,140,0,214,6,895,722,28,304
39.05192,0,0,190,7,1013,730,28,374
27.675566,149,116,175,15,953,720,28,159
26.855091,239,0,200,6,1002,684,28,153
45.298573,143,0,168,10,914,804,28,310
30.123207,0,100,196,10,959,705,28,305
15.568368,0,184,167,12,991,772,28,151
44.609097,167,130,174,11,883,785,28,142
53.52402,137,107,201,6,878,655,28,298
57.21272,164,0,190,5,870,774,28,321
65.90701,187,0,191,7,824,757,28,366
52.820755,129,100,172,9,825,805,28,280
33.398216,97,76,194,8,835,821,28,252
18.029797,0,150,182,12,1023,729,28,165
37.362705,243,0,180,11,1022,698,28,156
32.83974,188,146,203,11,829,710,28,160
42.637196,0,107,186,6,879,815,28,298
40.058556,0,126,210,6,861,737,28,318
41.940826,121,94,188,9,904,696,28,287
61.232365,166,0,174,9,882,790,28,326
40.865242,0,142,193,11,801,778,28,356
33.30169,207,161,179,5,867,736,28,132
52.42086,149,0,186,8,951,709,28,322
15.085735,0,200,181,13,849,846,28,164
38.458973,0,113,170,10,925,783,28,314
37.25928,0,128,182,11,870,780,28,321
35.22533,164,128,237,6,869,656,28,140
42.133877,121,0,177,7,908,829,28,288
31.874475,0,107,210,11,880,744,28,298
41.540928,111,86,195,6,833,790,28,265
39.451817,250,0,168,12,1049,688,28,160
37.914284,260,0,183,13,859,827,28,166
44.27815,116,90,180,9,870,768,28,276
31.178104,0,116,196,10,818,813,28,322
23.690395,139,109,193,6,892,780,28,149
32.7639,187,0,176,11,990,789,28,159
32.398476,100,78,201,9,864,761,28,261
28.627043,92,71,247,6,853,695,28,237
36.80423,0,113,178,8,1002,689,28,313
18.284903,183,0,193,9,1047,697,28,155
33.060375,230,0,202,3,827,872,28,146
31.419422,0,107,221,11,819,778,28,296
31.02642,210,0,196,3,949,795,28,133
44.388466,145,0,178,8,867,824,28,313
12.1761465,0,112,184,8,992,816,28,152
25.558876,145,113,178,8,1002,689,28,153
36.43881,133,103,200,7,916,753,28,140
32.95695,236,0,176,13,847,893,28,149
23.835186,0,120,212,10,878,728,28,300
26.227667,145,113,178,8,867,824,28,153
17.953955,0,137,158,16,1002,830,28,148
40.679085,0,138,199,11,801,792,28,326
19.008854,145,0,178,8,1000,822,28,153
33.715378,111,86,195,5,895,733,28,262
8.535713,0,195,220,11,898,713,28,158
13.458571,0,185,167,16,1074,678,28,151
32.2399,0,90,199,11,931,762,28,273
23.518026,118,92,183,7,953,780,28,149
29.72331,169,143,191,8,967,643,28,143
49.773273,101,78,171,10,936,763,28,260
52.441544,161,0,178,10,917,759,28,313
40.93419,120,0,168,7,970,794,28,284
44.864204,0,0,182,3,986,817,28,336
13.19657,0,134,181,11,979,812,28,145
37.431652,237,0,174,12,1069,675,28,150
29.868101,170,133,192,8,814,805,28,144
56.612873,170,0,195,8,811,802,28,331
12.458832,0,143,193,9,1047,697,28,155
23.786922,183,0,193,9,877,868,28,155
13.2930975,0,166,180,10,961,805,28,135
39.417343,112,87,178,10,910,745,28,266
46.229366,145,113,179,8,869,690,28,314
44.519466,145,0,127,8,1000,822,28,313
23.738659,173,0,182,3,986,817,28,146
26.14493,136,106,178,7,941,774,28,144
15.520104,0,182,181,15,839,884,28,148
43.574883,117,91,191,7,946,666,28,277
35.859646,0,107,164,13,953,784,28,298
41.0514,145,0,178,8,1002,689,28,313
28.98557,184,143,194,9,880,699,28,155
46.243156,134,0,195,6,924,760,28,289
26.917143,175,0,171,2,1000,828,28,148
10.535193,0,179,202,8,824,869,28,145
25.096926,0,0,178,8,1000,822,28,313
29.068308,162,126,172,10,923,764,28,136
9.735401,0,143,193,9,877,868,28,155
33.798115,99,77,189,6,919,749,28,255
39.84482,207,172,216,10,822,638,28,162
26.965406,196,98,199,6,847,783,28,136
27.234303,163,128,197,8,961,641,28,164
30.647207,214,164,202,10,820,680,28,162
33.05348,214,152,200,9,819,704,28,157
24.579819,153,194,192,8,935,623,28,149
21.911547,105,193,196,6,965,643,28,135
30.88163,209,161,201,7,848,669,28,159
15.340841,15,195,176,6,1021,709,28,144
24.338503,174,185,228,7,845,612,28,154
23.890343,187,195,185,7,898,636,28,167
22.931973,86,190,213,6,923,623,28,184
29.413046,178,187,221,7,854,614,28,156
28.6298,91.7,71.5,246.9,6,852.9,695.4,28,236.9
36.80492,0,113,178.5,8,1001.9,688.7,28,313.3
18.28766,183.4,0,193.3,9.1,1047.4,696.7,28,154.8
32.720463,230.5,0,202.5,3.4,827,871.8,28,145.9
31.42011,0,106.7,221.4,10.5,819.2,778.4,28,296
28.937998,210.2,0,195.7,3.1,949.4,795.3,28,133.1
40.92523,145,0,178.5,8,867.2,824,28,313.3
12.180972,0,111.9,184.4,7.9,992,815.9,28,151.6
25.559565,145,113,178.5,8,1001.9,688.7,28,153.1
36.443634,132.6,103.3,200.3,7.4,916,753.4,28,139.9
32.96385,236,0,175.8,12.6,846.8,892.7,28,149.5
23.835875,0,119.8,211.5,9.9,878.2,727.6,28,299.8
26.233183,145,113,178.5,8,867.2,824,28,153.1
17.95947,0,136.6,158.1,16.1,1001.8,830.1,28,148.1
38.63065,0,137.9,199,10.8,801.1,792.5,28,326.5
19.009542,144.7,0,178.1,8,999.7,822.2,28,152.7
33.718822,110.5,86.1,195.4,5,895.2,732.6,28,261.9
8.536403,0,194.9,219.7,11,897.7,712.9,28,158.4
13.461329,0,185.3,166.7,15.6,1074.5,678,28,150.7
32.245415,0,89.6,198.7,10.6,931.3,762.2,28,272.6
23.524231,117.6,91.7,182.9,7.1,953.4,780.3,28,149
29.726068,169.4,142.7,190.7,8.4,967.4,643.5,28,143
49.773273,100.6,78.4,170.6,10.4,935.7,762.9,28,259.9
52.44637,160.5,0,177.6,9.6,916.6,759.5,28,312.9
40.93488,119.7,0,168.3,7.2,970.4,794.2,28,284
44.86834,0,0,181.9,3.4,985.8,816.8,28,336.5
13.202086,0,133.6,180.8,11.1,979.5,811.5,28,144.8
37.431652,236.8,0,173.8,11.9,1069.3,674.8,28,150
29.87086,170.2,132.6,191.6,8.5,814.1,805.3,28,143.7
56.61908,169.6,0,194.9,8.1,811,802.3,28,330.5
12.45952,0,142.8,193.3,9.1,1047.4,696.7,28,154.8
23.786922,183.4,0,193.3,9.1,877.2,867.7,28,154.8
13.293787,0,165.7,180.2,10,961,804.9,28,134.7
39.42148,112.3,87.5,177.9,10.4,909.7,744.5,28,266.2
46.23419,145.3,113.2,178.9,8,869.1,690.2,28,314
44.5236,144.7,0,127.3,8,999.7,822.2,28,312.7
23.744175,172.6,0,181.9,3.4,985.8,816.8,28,145.7
26.147688,136.3,106.2,178.1,7.5,941.5,774.3,28,143.8
15.52631,0,182.1,181.4,15,838.9,884.3,28,148.1
43.57833,116.8,91,190.6,7,946.5,665.6,28,277
35.865852,0,107.5,163.6,12.8,953.2,784,28,298.1
41.05347,145,0,178.5,8,1001.9,688.7,28,313.3
28.991087,183.9,143.2,193.8,9.2,879.6,698.5,28,155.2
46.24729,133.7,0,194.9,5.5,924.1,760.1,28,289
26.922659,175.1,0,171.2,2.2,1000,828.5,28,147.8
10.535883,0,178.9,201.7,7.8,824,868.7,28,145.4
25.10382,0,0,178.1,8,999.7,822.2,28,312.7
29.073135,161.6,125.8,171.6,10.4,922.6,764.4,28,136.4
9.738159,0,142.8,193.3,9.1,877.2,867.7,28,154.8
33.7988,98.8,77,188.6,6.5,919,749.3,28,255.3
37.171032,105.1,81.8,209.7,9,904,679.7,28,272.8
33.76226,190.1,148.1,178.8,18.8,838.1,741.4,28,162
16.503986,144.2,112.3,220.1,10.1,923.2,657.9,28,153.6
19.98791,114.6,89.3,201.9,8.8,860,829.5,28,146.5
36.349865,178.1,138.7,167.5,18.3,944,694.6,28,151.8
38.215588,142.8,111.2,167.8,22.1,913.9,651.2,28,309.9
15.423578,0,174.9,158.4,17.9,942.7,844.5,28,143.6
33.41959,139.9,0,213.5,6.2,895.5,722.5,28,303.6
39.056057,0,0,190.2,6.7,1013.2,730.4,28,374.3
27.681082,148.9,116,175.1,15,953.3,719.7,28,158.6
26.859917,238.7,0,200,6.3,1001.8,683.9,28,152.6
45.30478,142.8,0,167.9,10,914.3,804,28,310
30.123207,0,99.6,196,9.8,959.4,705.2,28,304.8
15.569747,0,183.9,166.6,11.6,991.2,772.2,28,150.9
44.611855,166.6,129.7,173.5,10.9,882.6,785.3,28,141.9
53.52471,137.2,106.9,201.3,6,878.4,655.3,28,297.8
57.218235,164.2,0,190.5,4.6,870,774,28,321.3
65.90908,187,0,191.3,6.6,824.3,756.9,28,366
52.82696,128.9,100.4,172.4,9.5,825.1,804.9,28,279.8
