Test acc,Training acc,Test time,Training time,Epochs,Training size,Batchsize,Learning rate,Momentum,EpochLrDecrease,Backprop prob,Seed,Hidden Units1
8,12.413793,4.48E-05,0.0006251,1,435,58,0.5571768,0.90268457,0.27244872,0.60950905,14110,25
8,9.576838,4.54E-05,0.0024443,2,449,36,0.27060348,0.93587387,0.06649273,0.90977603,19962,22
21,15.384616,3.83E-05,0.0021067,5,182,38,0.15977907,0.7467214,0.7587599,0.82248926,71622,34
22,8.296944,5.34E-05,0.0001464,1,229,121,0.810395,0.04507363,0.28845757,0.2739796,58028,39
13,18.442623,4.79E-05,0.0012829,4,244,116,0.26915565,0.18750623,0.212683,0.7877012,39642,48
8,9.049774,7.39E-05,0.0022876,4,442,82,0.22587383,0.5036348,0.74209297,0.13753663,42700,36
11,12.2377615,4.68E-05,0.001033,5,286,186,0.30304113,0.9576776,0.14368884,0.60267335,31924,23
37,17.79661,5.56E-05,0.0006876,1,472,86,0.032181393,0.13133304,0.76009774,0.76466787,84240,44
8,13.452914,0.0001205,0.0005735,2,223,69,0.50005484,0.7087246,0.6073423,0.5650183,84974,25
8,8.938547,4.61E-05,0.0007172,4,358,191,0.31072184,0.65517056,0.8182655,0.6751948,61033,26
17,9.4182825,4.31E-05,0.0003574,1,361,91,0.76342946,0.27570918,0.68395615,0.81640077,79956,33
8,5.714286,5.16E-05,0.00014,1,105,102,0.6260598,0.6628212,0.07335498,0.62160814,86504,39
14,0,5.58E-05,6.9E-06,3,126,145,0.8548024,0.5518204,0.46873358,0.5766755,26581,26
13,10.055866,4.39E-05,0.0004988,3,179,167,0.09315999,0.7772599,0.94446397,0.9863472,51730,35
8,9.433963,6.31E-05,0.0044457,5,477,48,0.32148114,0.3308084,0.32187036,0.94892585,36312,47
8,8.9514065,4.18E-05,0.0017811,4,391,89,0.62919086,0.5707995,0.32999146,0.46853614,64951,22
8,10.670732,4.17E-05,0.0004295,1,328,57,0.5330338,0.20267408,0.88069016,0.4665063,68265,22
16,9.174312,5.57E-05,0.0006367,4,218,114,0.3170707,0.25428978,0.47209287,0.8823416,64548,45
8,9.543569,4.15E-05,0.0024662,5,482,111,0.58570606,0.63658375,0.46486762,0.12794843,54057,33
8,9.9773245,6.44E-05,0.0041172,5,441,43,0.7427293,0.9169844,0.49970424,0.71123475,68015,41
9,9.368636,4.99E-05,0.0018055,2,491,42,0.7589065,0.113304056,0.2832862,0.85739005,68973,30
8,12.647059,4.66E-05,0.0006335,2,340,164,0.4711648,0.29527342,0.8942065,0.55595714,23051,26
8,9.049774,3.99E-05,0.0015425,5,221,51,0.4462539,0.59404165,0.9242266,0.861158,77216,21
9,9.535452,4.43E-05,0.0015841,3,409,96,0.50643766,0.029517513,0.9575814,0.33279434,94201,37
8,8.854166,4.21E-05,0.0008828,3,384,166,0.4214245,0.06691681,0.9722359,0.38029128,13427,20
17,7.8838177,4.32E-05,0.0002608,1,241,112,0.5846552,0.26303607,0.6975819,0.0906143,61649,32
8,9.703505,6.18E-05,0.0029803,5,371,69,0.660748,0.8263981,0.002677582,0.16034442,72654,44
8,10.884354,4.68E-05,0.0009252,5,147,63,0.8143729,0.6048758,0.5039077,0.5340951,76909,25
8,9.787234,4.51E-05,0.0004403,2,235,80,0.90484554,0.8062982,0.0690317,0.046799753,10402,37
9,13.725491,5.71E-05,0.0003961,2,255,199,0.7056428,0.48718536,0.21412346,0.631769,49791,37
8,0,4.86E-05,1.04E-05,5,108,151,0.5968443,0.9586507,0.9693883,0.50372696,92698,49
0,5.0772624,4.51E-05,0.0004664,1,453,140,0.9250335,0.1793143,0.66335756,0.3043713,29575,34
11,14.46281,4.38E-05,0.0003582,2,242,192,0.8438985,0.79773134,0.860316,0.40368947,36607,22
7,0,5.29E-05,6.4E-06,3,100,166,0.027448066,0.80391455,0.72227013,0.11711768,72678,49
15.000001,9.84127,6.22E-05,0.000929,4,315,114,0.4168305,0.5715359,0.5241738,0.0107778,50676,45
8,8.571429,5.59E-05,0.0014633,3,385,65,0.9935798,0.020946119,0.6252463,0.53789145,70637,22
28,9.881423,4.79E-05,0.0002274,1,253,177,0.70145,0.83385724,0.3404403,0.17591853,18021,48
8,7.826087,5.61E-05,0.0016404,4,345,127,0.7581265,0.72846997,0.38163993,0.51128906,23309,46
36,13.181818,5.16E-05,0.0007241,4,220,132,0.03881389,0.17913438,0.4253692,0.9493897,96459,30
7,5.357143,5.92E-05,0.0006976,2,168,47,0.66956353,0.23358676,0.6650751,0.65233505,19883,42
10,12.5,4.4E-05,0.0015078,5,264,125,0.41981977,0.88969517,0.7798755,0.2215537,68891,50
21,16.517857,5.5E-05,0.0002303,2,224,158,0.44633237,0.6098674,0.8984295,0.004632032,65374,39
8,9.722222,5.23E-05,0.0016568,5,288,122,0.43754667,0.8964865,0.1267856,0.27699947,51570,44
10,5.383023,5.22E-05,0.001193,3,483,188,0.45306152,0.10949289,0.75550336,0.025809977,77583,20
8,9.819639,4.57E-05,0.001863,3,499,124,0.9484519,0.89458174,0.61682045,0.77392274,94234,35
8,11.864407,4.87E-05,0.0005071,1,177,21,0.21402809,0.13385555,0.6189021,0.79086447,99963,42
8,3.314917,3.86E-05,0.0005892,5,181,93,0.96351945,0.5054441,0.4311548,0.980496,41331,32
9,13.043478,6.08E-05,0.0014538,5,207,61,0.07586028,0.3916739,0.6259705,0.58436555,81782,29
8,5.074627,4.14E-05,0.0006622,2,335,112,0.7779438,0.84701186,0.32042992,0.23612863,90535,36
8,12.676056,4.44E-05,0.0003566,2,142,60,0.78736067,0.24978052,0.6113036,0.6661237,37483,22
9,0,5.98E-05,4.1E-06,2,103,161,0.63865376,0.27544096,0.61335284,0.5922742,58200,30
12,0,5.46E-05,8.4E-06,4,109,142,0.54217577,0.3794519,0.082010955,0.55527633,46305,27
8,9.339408,4.35E-05,0.0011762,2,439,86,0.9938857,0.77051413,0.3107761,0.58868957,32412,35
8,6.9892473,4.9E-05,0.0007131,5,186,105,0.91792417,0.39002764,0.9288642,0.47825414,65271,37
8,13.398693,4.37E-05,0.0006368,1,306,31,0.52073413,0.8696022,0.11702364,0.8808099,94235,36
8,8.675798,5.04E-05,0.0019637,4,438,66,0.70904666,0.8620421,0.8241671,0.071546525,68890,47
8,13.520408,4.1E-05,0.0009492,2,392,94,0.3496882,0.96683484,0.10474333,0.68829924,82603,35
24,10.588236,5.98E-05,0.0008797,4,255,176,0.52661395,0.5242322,0.16427064,0.3046881,36561,47
8,9.361702,5.51E-05,0.0007733,5,235,170,0.53648037,0.8806502,0.09860373,0.036983013,43724,30
8,10.847458,4.24E-05,0.0014942,4,295,98,0.3334067,0.5660639,0.5509475,0.7425982,46973,34
14,5.882353,5.19E-05,0.0002642,1,136,37,0.97650844,0.3030297,0.76973444,0.7257847,30170,42
14,7.692308,4.38E-05,0.0002583,1,208,55,0.13914168,0.62985367,0.15256199,0.7707685,77913,23
16,15.873016,5.03E-05,0.0007536,5,126,126,0.054926664,0.5016359,0.90739083,0.796003,986,44
8,10.489511,0.0002035,0.002861,5,286,76,0.72961086,0.2807156,0.90762895,0.44929358,1835,46
8,9.2511015,4.2E-05,0.0020586,3,454,59,0.28609857,0.91031164,0.13980547,0.95073575,7114,23
8,0,4.66E-05,8.1E-06,3,142,178,0.4661499,0.01599513,0.017914714,0.18851244,63237,32
8,14.018692,4.31E-05,0.0002743,2,107,40,0.27077985,0.79518145,0.086144425,0.06368039,59851,33
8,9.138382,6.04E-05,0.0010016,2,383,118,0.84718245,0.03151731,0.81050384,0.518267,24269,39
8,8.457711,6.16E-05,0.0015205,5,201,51,0.7265378,0.54115653,0.9872917,0.9541843,87889,41
19,21.59091,6.57E-05,0.0003926,2,264,165,0.11423559,0.77392995,0.32823795,0.26898506,4180,40
8,7.906977,5.02E-05,0.0007982,5,215,130,0.9355937,0.16888829,0.66737485,0.8183359,15176,23
8,8.961304,4.56E-05,0.0016172,1,491,21,0.61159116,0.68320215,0.21832964,0.2938992,93532,38
8,9.87395,5.3E-05,0.0017957,2,476,37,0.23563993,0.7639192,0.1798176,0.58030015,20611,29
12,12.962963,5.08E-05,0.0014894,5,324,110,0.09346567,0.49310204,0.29342812,0.43488905,33634,30
8,10.526316,4.69E-05,0.0018933,4,228,30,0.925273,0.22097395,0.42059946,0.28108877,37846,26
19,11.960134,4.64E-05,0.0004264,2,301,195,0.80356234,0.9352986,0.39101413,0.13277066,44740,48
19,3.6649215,5.44E-05,0.0002071,1,382,200,0.070347115,0.6927544,0.5441042,0.14850958,84804,29
8,10.064935,4.11E-05,0.0026653,4,308,30,0.45817485,0.7387143,0.46790454,0.4989468,47324,34
14,9.701492,4.62E-05,0.0003616,3,134,85,0.6795083,0.3408224,0.9906805,0.25063914,32936,27
8,10.0917425,3.91E-05,0.0005791,3,109,28,0.9884324,0.64452875,0.2332498,0.6947024,68843,33
8,9.907121,4.83E-05,0.0013677,4,323,89,0.47359815,0.92213166,0.2651171,0.5027876,44205,28
37,41.216217,5.12E-05,0.0008679,5,148,143,0.3887694,0.6257195,0.07630567,0.96850765,58701,37
15.000001,6.19469,4.55E-05,0.000112,1,113,87,0.92333126,0.6569887,0.85064465,0.28660226,44849,22
8,8.920188,5.7E-05,0.002501,5,426,93,0.47683296,0.1532111,0.6558795,0.13921502,8115,38
8,5.7471266,4.61E-05,0.0007646,3,435,154,0.9729088,0.880165,0.7640246,0.053853083,12318,36
8,11.290322,8.25E-05,0.0005791,3,186,89,0.6633756,0.3004221,0.4239279,0.080609575,84645,40
17,19.855597,5.7E-05,0.0011853,4,277,114,0.40340874,0.4625451,0.08742272,0.38214013,91284,44
12,11.147541,4.86E-05,0.0009625,2,305,61,0.1339101,0.021058712,0.18341884,0.5649582,73641,28
11,10.9375,4.8E-05,0.0005196,4,192,119,0.26990366,0.7848016,0.3350621,0.102343865,6204,28
14,13.829787,5.62E-05,0.0003203,1,282,135,0.39251122,0.22415084,0.821545,0.17751715,68680,31
8,13.77551,4.89E-05,0.0006147,4,196,158,0.9488589,0.70895314,0.8294491,0.88191515,51839,25
21,20.90164,5.81E-05,0.0002215,1,244,97,0.11974827,0.18783928,0.396012,0.55669534,17111,26
8,11.306533,4.45E-05,0.0006966,2,398,187,0.48881996,0.93481225,0.94085574,0.27709422,55620,23
8,5.7522125,4.71E-05,0.0006099,2,226,60,0.4269611,0.13513583,0.41950718,0.93837625,89752,27
12,6.61157,6.72E-05,0.0002423,1,363,196,0.2356426,0.803509,0.8505506,0.8194444,71055,43
8,10.0418415,4.68E-05,0.0010394,1,478,30,0.85529876,0.3123545,0.5190068,0.14909667,3372,28
8,5.5702915,5.94E-05,0.00321,5,377,135,0.5883988,0.9731367,0.15072083,0.65185827,76886,43
10,6.9970846,5.03E-05,0.0007827,4,343,188,0.93344665,0.3130505,0.7769419,0.28714547,31238,50
8,8.92495,5E-05,0.0013678,2,493,56,0.7172612,0.9200814,0.1778947,0.47410023,79748,24
26,2.922078,4.82E-05,0.0004089,2,308,159,0.9578666,0.58348227,0.3309391,0.6747383,39446,36
8,8.591886,6.34E-05,0.0014403,3,419,121,0.16923597,0.12685469,0.1572258,0.49716917,34824,47
9,14.96063,4.59E-05,0.0011904,3,127,24,0.9439292,0.1761042,0.28117836,0.9028844,53487,50
22,8.181818,6.04E-05,0.0003952,2,220,179,0.34332675,0.13151243,0.50075406,0.8451342,32037,31
8,6.779661,4.76E-05,0.0016839,4,413,153,0.82567966,0.8800401,0.25563544,0.3072065,96253,49
8,8.411215,5.36E-05,0.001615,4,428,200,0.96725065,0.50592893,0.17064193,0.80393195,29523,31
4,0,5.67E-05,4.3E-06,2,103,138,0.54419297,0.15250495,0.3273755,0.88108706,41801,42
14,8.878505,5.9E-05,0.0001872,1,214,151,0.30992833,0.8038696,0.43631998,0.91121894,30239,45
20,11.073826,5.56E-05,0.0009586,2,298,97,0.6217382,0.90971226,0.6518873,0.52153844,493,46
8,7.692308,5.19E-05,0.0007647,4,221,93,0.99721783,0.35572198,0.8791429,0.057097502,88103,31
11,10.714286,4.34E-05,0.0017836,4,336,31,0.835114,0.31254995,0.49433067,0.005990724,3540,33
8,8.641975,4.49E-05,0.0015449,5,486,133,0.45381004,0.14115225,0.45477182,0.034485467,95406,37
11,0,6.17E-05,5.2E-06,2,136,164,0.03353883,0.055045545,0.90110385,0.24472015,84927,44
8,7.6704545,4.78E-05,0.0006994,3,352,118,0.99277526,0.7631915,0.25539088,0.043614414,33800,37
52.999996,59.859158,4.12E-05,0.0012328,5,142,34,0.062945634,0.2128109,0.44934174,0.83124197,95975,21
9,8.967391,5.79E-05,0.0010619,4,368,93,0.5166956,0.4635381,0.547539,0.058405723,21362,29
8,11.111112,4.44E-05,0.0031439,5,243,26,0.2774493,0.35133028,0.25499967,0.34303185,3502,49
8,11.371238,3.9E-05,0.001193,4,299,130,0.28181517,0.9464763,0.3431229,0.31089565,21235,33
8,8.641975,4.84E-05,0.0017198,3,405,53,0.23822342,0.52682287,0.7659869,0.83317804,54577,24
8,8.235294,4.62E-05,0.000881,3,340,145,0.7313568,0.48453262,0.17356107,0.9044041,46389,24
13,14.485981,4.78E-05,0.0006387,4,214,172,0.4574597,0.002364544,0.09665558,0.8857423,69441,27
10,8.461538,4.43E-05,0.0004072,3,130,109,0.8435196,0.5279907,0.61419666,0.7149699,82953,34
22,9.4562645,4.65E-05,0.0004322,1,423,123,0.893391,0.7633601,0.8412132,0.039192855,13252,50
8,7.7586203,4.67E-05,0.0006992,2,348,137,0.62001914,0.997246,0.79661566,0.31014737,89850,36
22,7.228915,6.64E-05,0.0001586,1,166,110,0.99862564,0.3263793,0.87822086,0.50855786,30555,47
28,16.541353,5.61E-05,0.00029,2,133,98,0.19128123,0.72087646,0.3655069,0.28844118,10379,44
8,9.558824,4.94E-05,0.001501,4,408,200,0.65317196,0.40636265,0.75812113,0.53301543,17788,36
8,9.937888,4.53E-05,0.0008235,2,322,55,0.3826006,0.49053484,0.8192285,0.7782653,88115,25
8,9.696969,4.38E-05,0.0007126,4,330,178,0.47164285,0.17172278,0.9328035,0.15413424,89176,35
10,0,6.14E-05,2.9E-06,1,149,165,0.001540231,0.81290966,0.40832275,0.9653231,12458,36
23,20.323326,4.62E-05,0.003942,4,433,129,0.2212199,0.0596225,0.29953644,0.2510285,99270,35
13,10.596026,5.83E-05,0.0008559,5,302,152,0.064957276,0.6696509,0.4293827,0.17022094,1786,27
41,36.082474,5.58E-05,0.0009269,4,291,181,0.014085929,0.50061584,0.12754361,0.82072705,95264,45
8,10.847458,4.36E-05,0.0028708,4,295,23,0.547564,0.9468498,0.6938693,0.9699672,4436,24
8,10.476191,5.24E-05,0.0009816,5,210,193,0.21584255,0.31460428,0.9676981,0.13869776,66919,28
24,28.85572,5.61E-05,0.0012054,5,201,199,0.44929966,0.20227888,0.11011325,0.9945402,26922,43
8,11.886305,5.62E-05,0.0003582,1,387,164,0.30159736,0.6578636,0.16303448,0.59188336,94372,38
8,6.557377,4.85E-05,0.0015827,5,427,174,0.5771367,0.70241755,0.13127555,0.73565763,25375,25
21,22.764229,5.34E-05,0.0008145,4,123,48,0.2592863,0.1666388,0.284227,0.27395326,7595,50
8,9.819121,5.28E-05,0.002299,2,387,21,0.7480612,0.38813788,0.47729546,0.9056342,29155,46
8,11.455109,4.74E-05,0.0007983,1,323,25,0.94022506,0.35023957,0.8029679,0.68007886,60968,39
8,10.191083,4.73E-05,0.0022873,4,471,92,0.82935333,0.7156344,0.86121744,0.25667134,19336,26
8,9.704641,4.51E-05,0.0019319,5,237,52,0.73019916,0.9482645,0.34302115,0.9986681,74657,48
19,2.9126215,4.67E-05,0.0001054,1,103,84,0.4317353,0.26294717,0.17669703,0.76694685,16143,25
7,0,5.11E-05,3.1E-06,1,152,159,0.29893053,0.662919,0.7898189,0.80459696,39232,48
10,5.3497944,5.28E-05,0.0001867,1,243,130,0.25364333,0.09972693,0.3577063,0.94249856,12036,34
8,5.934066,4.95E-05,0.000396,1,455,171,0.34144762,0.4596433,0.032852363,0.30190238,41892,50
10,9.473684,5.24E-05,0.0020428,5,475,192,0.21024008,0.439441,0.29864985,0.45712027,47526,43
18,5.855856,5.07E-05,0.0003466,2,222,134,0.47188455,0.80993575,0.30990866,0.6796453,32921,42
9,10.714286,4.43E-05,0.0017282,5,308,145,0.4313669,0.5508674,0.46374372,0.41728067,82045,50
8,9.207709,4.93E-05,0.0016113,4,467,199,0.8922703,0.15042692,0.112201706,0.75366753,66395,50
12,9.677419,5.78E-05,0.0002272,1,279,119,0.10022005,0.09569587,0.41737887,0.004162732,87502,43
8,9.090909,6.09E-05,0.0015815,2,396,37,0.3874955,0.25337496,0.80162615,0.6597043,93054,29
8,9.606987,5.57E-05,0.003056,3,458,35,0.19007768,0.3944861,0.7890039,0.41673705,10178,44
17,7.7181206,4.71E-05,0.0005251,3,298,198,0.97009474,0.20005158,0.90832573,0.66356343,74376,24
8,8.87574,4.75E-05,0.0009842,3,338,115,0.12523016,0.5752258,0.9048691,0.940085,19408,21
8,9.111111,5.05E-05,0.003494,5,450,62,0.411631,0.2565734,0.058053154,0.89833874,66537,41
11,8.309455,5.09E-05,0.0004354,1,349,94,0.10389904,0.2079173,0.6020189,0.89973634,32612,44
8,6.048387,5.17E-05,0.0007363,2,248,51,0.07930293,0.84064925,0.60550433,0.9736882,4227,22
19,21.694916,5.25E-05,0.0013359,5,295,82,0.01897253,0.82331496,0.5496929,0.074352324,49677,47
8,11.290322,5.77E-05,0.0017229,3,310,62,0.1545098,0.989912,0.18049718,0.96028894,57052,45
21,13.297873,7.2E-05,0.0006806,4,188,79,0.41650665,0.09352723,0.96172744,0.028789857,46671,30
14,10.31746,4.81E-05,0.0001941,1,126,55,0.39466786,0.4394312,0.6212032,0.78381556,40392,21
14,17.717718,4.65E-05,0.0021971,5,333,78,0.29401636,0.9859899,0.2769903,0.4632612,54414,35
15.000001,0,5.33E-05,1.01E-05,5,108,151,0.5175488,0.21333985,0.882571,0.715739,23105,26
20,20.886076,4.5E-05,0.0005586,4,158,139,0.42796823,0.71682686,0.8185101,0.040673655,42469,38
8,8.091287,5.83E-05,0.0005031,1,482,144,0.54170156,0.6365736,0.39833486,0.9251441,34967,44
8,8.4862385,4.33E-05,0.0007108,1,436,66,0.572681,0.7400641,0.26704293,0.88201886,47038,36
8,8.695652,4.22E-05,0.0010146,2,437,40,0.10594658,0.6145267,0.57739776,0.09614991,11689,24
9,6.4516125,5.82E-05,0.0001528,1,217,121,0.32690895,0.35643587,0.43439716,0.42838123,35211,38
21,4.77707,5.54E-05,0.000223,1,314,180,0.24558078,0.30412602,0.5958209,0.3104655,60179,39
8,11.297071,4.82E-05,0.0014066,4,239,77,0.34647804,0.4662124,0.035235167,0.6058104,42236,37
20,21.705427,4.56E-05,0.0010762,5,129,34,0.2350991,0.44504035,0.30703226,0.8367034,3699,48
21,7.9545455,4.82E-05,0.0001478,1,264,160,0.017763058,0.36162516,0.87118155,0.40717754,56516,25
22,22.258064,4.97E-05,0.0022929,4,310,41,0.047717996,0.7853751,0.65907323,0.89758384,62355,43
8,11.724138,4.33E-05,0.0005131,2,145,36,0.58866054,0.7037478,0.93655545,0.8463167,96107,20
15.000001,10.10989,4.2E-05,0.0008031,2,455,131,0.051644925,0.27968436,0.26940638,0.12549052,96382,20
8,7.821229,4.97E-05,0.0003397,1,358,127,0.5433258,0.39780042,0.5133521,0.670828,21174,40
8,6.1452518,5.01E-05,0.0009122,3,358,120,0.07335891,0.5313215,0.55721146,0.5485504,73039,41
8,9.734513,3.93E-05,0.0014065,3,452,55,0.31584093,0.87160766,0.9894132,0.08904824,48037,33
77,70.57613,4.48E-05,0.0018627,4,486,102,0.0063301898,0.23083787,0.8990059,0.6312379,6871,32
8,8.888889,5.97E-05,0.0025021,4,405,75,0.9851785,0.15716599,0.8815915,0.47197986,29778,47
8,7.226107,5.6E-05,0.0017146,4,429,178,0.557371,0.599429,0.7722339,0.12975949,77461,43
7,0,6.65E-05,9.2E-06,4,119,162,0.57784617,0.05345391,0.39716944,0.6694645,417,46
12,0,6.2E-05,6.9E-06,3,115,175,0.9133483,0.7071973,0.48462886,0.4414931,12061,42
9,13.527851,4.62E-05,0.0003602,1,377,175,0.7877115,0.66816115,0.09571593,0.7859029,99695,24
8,9.170305,5.39E-05,0.0016181,3,458,105,0.6956246,0.2384426,0.43284672,0.29138228,82203,30
8,10.032363,4.43E-05,0.0016263,4,309,88,0.7962764,0.095126644,0.10664482,0.37501416,74186,37
21,14.084508,6.3E-05,0.0006255,1,284,36,0.7999793,0.8696385,0.6728506,0.9568741,85480,47
8,8.933002,5.95E-05,0.0019051,4,403,186,0.59982264,0.45085737,0.14754769,0.4138519,62068,47
7,13.063063,5.4E-05,0.0003794,1,222,45,0.35492504,0.18219723,0.37380353,0.4638214,22533,44
8,8.9743595,6.36E-05,0.0022421,5,312,89,0.8589706,0.7677676,0.60362935,0.7169656,10601,47
8,8.961304,5.32E-05,0.0028803,5,491,148,0.10576523,0.4703985,0.8229706,0.45489058,2383,29
17,11.497326,6.66E-05,0.0004948,1,374,113,0.54835236,0.66237783,0.84108883,0.8855447,2276,26
8,13.538462,7.88E-05,0.000717,1,325,77,0.91740406,0.7525156,0.6848995,0.3525719,75470,31
8,12.244898,5.01E-05,0.0007929,2,294,86,0.96468943,0.47077262,0.8608496,0.08333605,78593,38
8,11.711712,5.94E-05,0.0013765,2,333,45,0.83542824,0.6988811,0.91572785,0.26334774,1441,47
9,11.031176,4.96E-05,0.0006638,2,417,173,0.46237466,0.29046264,0.7735608,0.66707146,54589,27
8,12.365591,4.19E-05,0.0015708,4,186,21,0.5002333,0.88729256,0.7191682,0.3795131,41183,20
15.000001,13.360325,4.77E-05,0.0007616,4,247,185,0.8638773,0.40851113,0.70542425,0.7494399,56535,49
8,9.698997,4.7E-05,0.0007276,2,299,38,0.28625378,0.68804014,0.6384141,0.028302543,81605,26
8,11.666667,4.55E-05,0.0004786,3,180,169,0.27785698,0.12759066,0.5795298,0.2346085,68145,22
20,16.260162,5.53E-05,0.0009803,3,246,68,0.055394065,0.60438794,0.59112734,0.8783588,94132,43
8,11.320755,4.43E-05,0.001709,4,212,42,0.23482619,0.6811844,0.16535589,0.7085892,595,50
27.000002,14.375,6.58E-05,0.0005855,4,160,97,0.88465726,0.8639269,0.06738416,0.72840625,15933,45
20,15.254237,5.22E-05,0.0005338,2,236,87,0.12906553,0.6981351,0.7250676,0.87262577,83732,27
10,8.72093,6.74E-05,0.0010066,3,344,144,0.2351157,0.48003268,0.29781294,0.6732091,76242,46
8,10.227273,4.5E-05,0.0044378,5,352,20,0.8482557,0.15824221,0.63580894,0.28789884,66809,23
11,4.477612,5.54E-05,0.0004834,3,201,114,0.30832088,0.8338005,0.43230572,0.7760986,27751,47
9,12.025317,4.8E-05,0.0006956,2,316,98,0.27585804,0.7693821,0.9818427,0.84495044,16138,26
18,9.154929,5.7E-05,0.0003386,3,142,74,0.99985033,0.008523294,0.021765785,0.9325538,59306,37
12,9.186352,5.7E-05,0.0009322,2,381,150,0.9165389,0.09305625,0.8487389,0.20126837,69422,43
37,26.90763,4.14E-05,0.0004948,3,249,185,0.046266533,0.29304042,0.2817236,0.6726939,64648,22
8,7.114624,5.19E-05,0.0013626,5,253,97,0.24662252,0.7909174,0.7718513,0.77087605,62029,41
8,11.167513,4.4E-05,0.0004445,2,197,95,0.76693,0.7919559,0.9639664,0.47465512,95555,24
8,7.3770494,3.97E-05,0.0012027,3,488,125,0.8464542,0.37556428,0.8345841,0.6636948,62533,32
20,12.957746,5E-05,0.0006446,2,355,176,0.29618606,0.0008635971,0.15769908,0.9259686,18614,22
15.000001,15.771812,0.001181,0.000917,3,298,115,0.7647933,0.046499047,0.00930138,0.28213498,84833,41
8,16.5,4.74E-05,0.0006779,3,200,172,0.67608774,0.8731219,0.35213116,0.9058152,38079,26
9,0,6.38E-05,2.3E-06,1,104,157,0.098735094,0.976306,0.7356192,0.30894995,64802,47
6,6.167401,4.89E-05,0.001884,4,454,68,0.35420382,0.5941714,0.17604509,0.03242033,52854,28
12,14.760915,5.8E-05,0.0015094,2,481,66,0.4559964,0.6197684,0.6894488,0.81181,784,29
8,9.615385,4.16E-05,0.0013938,2,208,20,0.5372447,0.1342001,0.5194569,0.14967592,50419,34
8,10.852714,5.28E-05,0.0008455,2,387,193,0.3996127,0.42938894,0.9082349,0.111823276,82162,37
8,10.476191,4.53E-05,0.0023107,5,315,33,0.8910489,0.6112699,0.3281585,0.08296559,5172,24
8,6.332454,4.86E-05,0.0003111,1,379,129,0.35456404,0.16548227,0.040286303,0.8031678,31190,40
12,8.8145895,4.65E-05,0.0005407,3,329,174,0.7662409,0.53726536,0.88085693,0.9448169,80346,38
9,8.823529,7.31E-05,0.0006186,4,238,143,0.52519554,0.20458795,0.21976677,0.8127816,67973,32
11,13.095239,5.12E-05,0.0008073,4,168,165,0.4036826,0.12393978,0.6666701,0.8518129,85273,46
10,6.7567563,4.87E-05,0.0005615,4,148,113,0.929116,0.84472305,0.60848117,0.7545274,43372,27
8,7.959183,4.76E-05,0.0017785,4,490,132,0.5600136,0.4064136,0.24135588,0.25561947,22326,36
8,10.344828,5.02E-05,0.0015593,4,232,56,0.67398316,0.7492643,0.7413967,0.7996137,31361,30
26,10.948905,5.93E-05,0.0003923,1,411,165,0.03279579,0.5509406,0.11482253,0.3874279,83452,43
8,9.375,4.86E-05,0.0005896,1,416,74,0.63923955,0.4810518,0.6598538,0.40418667,63268,39
8,5.4166665,4.48E-05,0.0005124,3,240,160,0.84070855,0.3357135,0.80662924,0.88054556,92811,37
20,14.925373,6.1E-05,0.0026077,5,335,59,0.19856614,0.77860886,0.14143634,0.6012121,53876,31
8,2.857143,5.06E-05,0.0006342,1,210,115,0.85565114,0.67200917,0.61406994,0.6791227,14897,39
11,8.032128,4.55E-05,0.0006502,4,249,156,0.670885,0.25399062,0.23290409,0.6406507,49688,35
8,10.945274,4.02E-05,0.0005131,1,402,77,0.80008525,0.8769449,0.9802782,0.18561019,3125,22
8,9.459459,5.96E-05,0.0011394,4,222,56,0.16735986,0.4877635,0.72553,0.20680906,39978,42
24,16.27907,5.31E-05,0.0001875,1,129,47,0.25120604,0.96734375,0.5675516,0.8599204,75863,31
8,8.041237,4.17E-05,0.0012644,4,485,172,0.5501523,0.39662266,0.10379659,0.21197848,60589,20
8,10.996564,4.91E-05,0.0031392,5,291,20,0.48735514,0.059364695,0.78739387,0.06482341,62476,44
9,11.524164,4.27E-05,0.0003747,2,269,110,0.4673314,0.99783117,0.80885273,0.07132602,53918,23
