Error,Experiments,Learning Rate,LR Decay,Tolerance,Gradient,Hyperparameters
3.925085E-24,262,0.7523614,0.9940977,1.4677138E-12,0.118772306,10
3.907077E-24,268,0.7523341,0.9940962,1.4680482E-12,0.11821678,10
3.87586E-24,265,0.7523616,0.99409693,1.4669495E-12,0.11882554,10
3.900402E-24,264,0.7523708,0.99409807,1.467513E-12,0.11845359,10
3.902764E-24,264,0.75238717,0.99409866,1.4679308E-12,0.11850135,10
3.9232865E-24,261,0.75234985,0.9940967,1.4677353E-12,0.119162254,10
3.9447494E-24,267,0.75236726,0.9940976,1.4672007E-12,0.118037075,10
3.9202052E-24,262,0.7523107,0.99409723,1.4669545E-12,0.118528076,10
3.918153E-24,263,0.75238687,0.9940964,1.467869E-12,0.11827816,10
3.969757E-24,269,0.75239295,0.99409586,1.4676078E-12,0.11874324,10
3.9174028E-24,266,0.75239587,0.994096,1.4679614E-12,0.118508436,10
3.905206E-24,268,0.7523355,0.9940964,1.4673714E-12,0.1188432,10
3.9711554E-24,269,0.75236017,0.99409664,1.4681919E-12,0.118471414,10
3.922518E-24,261,0.75231814,0.994099,1.4669819E-12,0.118651815,10
3.9710307E-24,269,0.7523635,0.99409974,1.4680609E-12,0.11916419,10
3.903348E-24,264,0.75229985,0.9940992,1.4678803E-12,0.118298694,10
3.921472E-24,263,0.7523582,0.99409956,1.4680347E-12,0.118441276,10
3.881318E-24,265,0.7523321,0.9940977,1.4682321E-12,0.11872454,10
3.916313E-24,266,0.75233287,0.99409956,1.4674215E-12,0.118869245,10
3.9422117E-24,267,0.75234973,0.9940964,1.4673324E-12,0.117950566,10
3.9144785E-24,266,0.75236857,0.994098,1.4669922E-12,0.11896002,10
3.905778E-24,268,0.75234985,0.9941,1.4674331E-12,0.11820786,10
3.9214804E-24,263,0.75234854,0.99409896,1.4679903E-12,0.11796186,10
3.882166E-24,265,0.7523796,0.9940971,1.4680947E-12,0.11846854,10
3.9193174E-24,266,0.75231016,0.99409854,1.4680918E-12,0.11867937,10
3.921679E-24,266,0.75240374,0.9940981,1.4682941E-12,0.11906274,10
3.917484E-24,263,0.75240314,0.9940978,1.4673494E-12,0.11798383,10
3.9205815E-24,263,0.7523165,0.9940992,1.4677684E-12,0.118277825,10
3.9001958E-24,264,0.75239414,0.99409866,1.4674438E-12,0.118504584,10
3.9247893E-24,263,0.75236225,0.9940997,1.4682612E-12,0.11825213,10
3.9174872E-24,263,0.75239855,0.99409986,1.4673093E-12,0.11851651,10
3.9676868E-24,269,0.75239754,0.99409604,1.4675013E-12,0.11859134,10
3.915731E-24,266,0.7523537,0.99409854,1.4670268E-12,0.11827606,10
3.9186504E-24,266,0.7523125,0.9940984,1.4677928E-12,0.11908546,10
3.9654204E-24,269,0.7523596,0.99409693,1.4675458E-12,0.11837281,10
3.922251E-24,263,0.75240517,0.9940998,1.467944E-12,0.118279636,10
3.946225E-24,267,0.75236106,0.9940964,1.4678158E-12,0.11863371,10
3.9210714E-24,263,0.75239235,0.9940991,1.4678482E-12,0.11819345,10
3.901024E-24,264,0.7523456,0.9940973,1.468159E-12,0.118818924,10
3.9090862E-24,268,0.75233746,0.9940986,1.4682385E-12,0.11851281,10
3.898343E-24,264,0.75237626,0.9940963,1.4674985E-12,0.117950305,10
3.9231307E-24,262,0.7523414,0.9940963,1.4675825E-12,0.11830853,10
3.9240304E-24,261,0.7523714,0.9940962,1.4678588E-12,0.119012974,10
3.9139744E-24,266,0.75232977,0.99409664,1.4673273E-12,0.11790356,10
3.925714E-24,261,0.7523183,0.9940998,1.4672898E-12,0.11859847,10
3.9214414E-24,263,0.75235826,0.9940987,1.4681741E-12,0.11855587,10
3.9035157E-24,268,0.7523664,0.9940979,1.4671241E-12,0.11807772,10
3.9218744E-24,262,0.75239545,0.9940982,1.4670444E-12,0.11867938,10
3.9181885E-24,261,0.7523391,0.9940961,1.4670272E-12,0.11886104,10
3.946358E-24,267,0.75240535,0.9940957,1.4677514E-12,0.118750975,10
3.913528E-24,266,0.7523493,0.99409604,1.4674567E-12,0.11900276,10
3.9004095E-24,264,0.7524123,0.9940958,1.4681401E-12,0.118345074,10
3.905817E-24,264,0.7524061,0.99409956,1.4680801E-12,0.11823345,10
3.946565E-24,267,0.7523653,0.99409854,1.4675894E-12,0.11867073,10
3.927448E-24,261,0.75238234,0.99409777,1.4678891E-12,0.11824017,10
3.971374E-24,269,0.7524083,0.99409837,1.4683303E-12,0.118643835,10
3.9157186E-24,263,0.7523211,0.9940974,1.4674879E-12,0.11894269,10
3.9470833E-24,267,0.7524089,0.9940957,1.4673611E-12,0.11872257,10
3.91937E-24,266,0.75241584,0.9940968,1.4679715E-12,0.11850055,10
3.946144E-24,267,0.75235325,0.9940993,1.4674556E-12,0.11918628,10
3.91135E-24,268,0.75241303,0.9940958,1.46827E-12,0.11886485,10
3.9440643E-24,267,0.75230646,0.99409854,1.4672224E-12,0.118808314,10
3.970049E-24,269,0.75241876,0.9940993,1.4680222E-12,0.11902581,10
3.9452022E-24,267,0.75236,0.99409664,1.4672107E-12,0.119121924,10
3.969904E-24,269,0.75234544,0.9940994,1.4678912E-12,0.11849308,10
3.925193E-24,262,0.75231594,0.9940968,1.4677096E-12,0.11807125,10
3.9027895E-24,264,0.7523809,0.99409795,1.4682573E-12,0.11917718,10
3.9220093E-24,261,0.75242317,0.99409765,1.4670613E-12,0.11874849,10
3.929153E-24,261,0.75236535,0.99409735,1.4681877E-12,0.118308425,10
3.9478303E-24,267,0.7524148,0.99409884,1.4677582E-12,0.118817136,10
3.9718366E-24,269,0.75238013,0.9940991,1.4681752E-12,0.11849245,10
3.9697303E-24,269,0.7523847,0.9940966,1.4676316E-12,0.11854271,10
3.9713427E-24,269,0.75242203,0.9940999,1.4680254E-12,0.119067065,10
3.91815E-24,263,0.7523674,0.9940957,1.4680261E-12,0.118535124,10
3.9216993E-24,261,0.7523856,0.9940978,1.4671326E-12,0.11910402,10
3.9029434E-24,264,0.7523874,0.9940995,1.4680695E-12,0.11912877,10
3.94454E-24,267,0.7524244,0.99409753,1.4669443E-12,0.11897512,10
3.944604E-24,267,0.7523592,0.9940973,1.4672048E-12,0.11886489,10
3.9235693E-24,261,0.7523775,0.99409854,1.4672606E-12,0.11853576,10
3.9014706E-24,264,0.7524247,0.9940964,1.4681486E-12,0.11812797,10
3.9165433E-24,263,0.7524051,0.9940994,1.4669573E-12,0.118641585,10
3.921993E-24,262,0.75231415,0.99409807,1.4674621E-12,0.11879475,10
3.9176935E-24,266,0.75238407,0.99409604,1.468248E-12,0.119034864,10
3.8981834E-24,264,0.7523921,0.9940956,1.4677181E-12,0.1188437,10
3.8837934E-24,265,0.7524241,0.99409974,1.4680483E-12,0.118926406,10
3.9249613E-24,262,0.7523134,0.9940994,1.4670219E-12,0.11828156,10
3.9168104E-24,263,0.7523549,0.9940966,1.4678119E-12,0.11912855,10
3.9150757E-24,263,0.75238246,0.9940964,1.4670483E-12,0.11837409,10
3.910241E-24,268,0.75240844,0.99409884,1.4682826E-12,0.11817371,10
3.926132E-24,261,0.7523626,0.9940959,1.4681742E-12,0.11815337,10
3.9176813E-24,266,0.75240135,0.9940974,1.4678132E-12,0.1184606,10
3.8804585E-24,265,0.7523079,0.99409735,1.4680621E-12,0.11889544,10
3.950035E-24,267,0.7523975,0.99409705,1.4682507E-12,0.11815617,10
3.943509E-24,267,0.7523081,0.9940981,1.4669542E-12,0.11820808,10
3.942577E-24,267,0.7524042,0.99409837,1.4670826E-12,0.118685,10
3.918131E-24,266,0.75242317,0.99409455,1.4680866E-12,0.11819631,10
3.972189E-24,269,0.7523014,0.9940997,1.4682492E-12,0.11886886,10
3.9509905E-24,267,0.7524229,0.9940991,1.4683156E-12,0.117961556,10
3.9438462E-24,267,0.75233847,0.9940985,1.4670015E-12,0.11803629,10
3.969785E-24,269,0.752303,0.9940978,1.4677877E-12,0.11802756,10
3.879205E-24,265,0.7523858,0.9940974,1.4672365E-12,0.11822302,10
3.8831737E-24,265,0.7523663,0.99409807,1.4678693E-12,0.11814965,10
3.9090014E-24,268,0.752379,0.99409986,1.4682649E-12,0.11807005,10
3.9666104E-24,269,0.752418,0.9940992,1.4673624E-12,0.119102255,10
3.9185845E-24,266,0.75233066,0.99409777,1.468198E-12,0.1191716,10
3.8997564E-24,264,0.7523353,0.99409664,1.4680256E-12,0.118521504,10
3.8992274E-24,264,0.7524018,0.9940992,1.4672506E-12,0.11791994,10
3.944789E-24,267,0.75239396,0.9940978,1.4671653E-12,0.11804306,10
3.9647636E-24,269,0.752393,0.9940965,1.4669966E-12,0.11832427,10
3.9009357E-24,264,0.7523041,0.99409854,1.4679731E-12,0.11872854,10
3.9672383E-24,269,0.7524233,0.99409586,1.4674352E-12,0.118065484,10
3.904017E-24,268,0.75233525,0.99409914,1.4670914E-12,0.118923545,10
3.882592E-24,265,0.7523237,0.9940977,1.4678937E-12,0.11793692,10
3.877955E-24,265,0.75241524,0.99409646,1.4676916E-12,0.11912507,10
3.9082717E-24,268,0.7523614,0.9940964,1.4680046E-12,0.11813407,10
3.9049656E-24,268,0.7523845,0.99409527,1.4676449E-12,0.118064284,10
3.902918E-24,268,0.75230455,0.994098,1.4669475E-12,0.11866088,10
3.9024046E-24,264,0.7523665,0.99409753,1.4681464E-12,0.11849124,10
3.9220646E-24,263,0.7523434,0.9940992,1.4682504E-12,0.11870468,10
3.8821967E-24,265,0.7523518,0.9940974,1.4683319E-12,0.11911596,10
3.921311E-24,263,0.75236255,0.9940975,1.4682881E-12,0.11849069,10
3.8962503E-24,264,0.7523415,0.9940962,1.4674006E-12,0.117963664,10
3.899984E-24,264,0.75241953,0.994098,1.4678243E-12,0.119176455,10
3.9289032E-24,261,0.7523827,0.99409896,1.4680226E-12,0.11850719,10
3.9150327E-24,263,0.7523774,0.9940996,1.4669558E-12,0.11905077,10
3.910075E-24,268,0.7523745,0.9940987,1.4683018E-12,0.11891222,10
3.8958203E-24,264,0.7523093,0.9940976,1.467184E-12,0.11849959,10
3.9180213E-24,266,0.7523936,0.9940996,1.4670839E-12,0.11821503,10
3.9175905E-24,263,0.75238854,0.99409515,1.4678261E-12,0.11801708,10
3.9706383E-24,269,0.7524182,0.9940985,1.4682387E-12,0.118907385,10
3.929205E-24,262,0.75235134,0.9940998,1.4680248E-12,0.118549846,10
3.9165185E-24,266,0.75233155,0.99409807,1.4673375E-12,0.11812822,10
3.9239405E-24,261,0.7524189,0.99409735,1.4674081E-12,0.11908453,10
3.9204036E-24,262,0.7523019,0.9940978,1.4670367E-12,0.11883961,10
3.8778178E-24,265,0.75242233,0.99409705,1.4674099E-12,0.11899008,10
3.9072935E-24,268,0.75234467,0.9940985,1.4676562E-12,0.11887904,10
3.8974738E-24,264,0.75239795,0.99409556,1.4676582E-12,0.11790904,10
3.968365E-24,269,0.7523107,0.9940995,1.4675284E-12,0.11880672,10
3.9470115E-24,267,0.75229925,0.9940981,1.4677539E-12,0.11806562,10
3.9650646E-24,269,0.75236475,0.9940973,1.4672455E-12,0.11911564,10
3.9231875E-24,262,0.75242186,0.9940975,1.4672384E-12,0.11894549,10
3.9713802E-24,269,0.75239706,0.994099,1.4682123E-12,0.11822027,10
3.9081644E-24,268,0.7523419,0.99409646,1.4680237E-12,0.11803134,10
3.91798E-24,263,0.7524137,0.9940954,1.468006E-12,0.118268065,10
3.8778383E-24,265,0.752393,0.994096,1.4673932E-12,0.11812123,10
3.9500987E-24,267,0.7523781,0.99409884,1.4681276E-12,0.118525594,10
3.9439716E-24,267,0.7524219,0.9940954,1.4674752E-12,0.118577324,10
3.919858E-24,266,0.7523734,0.99409795,1.4676569E-12,0.117987074,10
3.9202928E-24,263,0.7523449,0.99409723,1.4682502E-12,0.11895301,10
3.921812E-24,262,0.75236994,0.9940982,1.4671315E-12,0.118941516,10
3.9013755E-24,264,0.7523496,0.9940975,1.4679847E-12,0.11859785,10
3.9493876E-24,267,0.75234187,0.9940975,1.468176E-12,0.118986495,10
3.9481735E-24,267,0.7523509,0.9940985,1.4679376E-12,0.11800596,10
3.9416808E-24,267,0.7523457,0.9940998,1.4670753E-12,0.11910891,10
3.89527E-24,264,0.75242126,0.9940955,1.4673502E-12,0.118559085,10
3.9190464E-24,266,0.752302,0.9940997,1.4678278E-12,0.11891819,10
3.9494735E-24,267,0.7523323,0.99409795,1.4683016E-12,0.11879739,10
3.9050697E-24,268,0.75234574,0.994097,1.4672908E-12,0.11853062,10
3.927197E-24,261,0.7524224,0.99409676,1.4678681E-12,0.117991395,10
3.9016623E-24,264,0.752318,0.9940982,1.4676101E-12,0.117919944,10
3.894619E-24,264,0.75240743,0.9940961,1.4670217E-12,0.11812206,10
3.883122E-24,265,0.7523873,0.99409705,1.4683278E-12,0.11841782,10
3.9671318E-24,269,0.7523734,0.99409777,1.466997E-12,0.11802494,10
3.924732E-24,262,0.75240886,0.9940987,1.4670036E-12,0.11822922,10
3.91969E-24,266,0.7524154,0.9940974,1.4677708E-12,0.11805492,10
3.8838805E-24,265,0.7523818,0.994097,1.4682225E-12,0.11814141,10
3.94329E-24,267,0.7523953,0.9940986,1.4670903E-12,0.11825282,10
3.945394E-24,267,0.7523336,0.9940968,1.4673764E-12,0.11860271,10
3.967006E-24,269,0.7522993,0.9940996,1.4673431E-12,0.1183846,10
3.924195E-24,261,0.7524513,0.99409807,1.4669208E-12,0.119567215,10
3.918639E-24,263,0.7523122,0.9941021,1.4671388E-12,0.11810292,10
3.9131177E-24,263,0.752435,0.99409735,1.4667587E-12,0.119615845,10
3.943735E-24,267,0.75233495,0.99409777,1.4670508E-12,0.11855871,10
3.9254957E-24,262,0.75238717,0.99410176,1.4671738E-12,0.118656814,10
3.9243448E-24,262,0.75237703,0.9940998,1.4672782E-12,0.11937061,10
3.906371E-24,268,0.7524836,0.99410135,1.4674798E-12,0.11798939,10
3.911385E-24,263,0.7523457,0.99409705,1.4669247E-12,0.1196368,10
3.8784492E-24,265,0.7524535,0.9940968,1.4673726E-12,0.118999355,10
3.923221E-24,262,0.7524386,0.9940984,1.4675073E-12,0.11963015,10
3.9080927E-24,268,0.752415,0.9940949,1.4676681E-12,0.118496776,10
3.8825837E-24,265,0.75246423,0.9941004,1.4674384E-12,0.119266056,10
3.9198703E-24,261,0.7523998,0.99409515,1.4670233E-12,0.11836829,10
3.9188653E-24,263,0.75246686,0.9941017,1.4670492E-12,0.11829075,10
3.896216E-24,264,0.752425,0.9940954,1.4675736E-12,0.11906124,10
3.915933E-24,263,0.7523193,0.9940983,1.4671334E-12,0.11799648,10
3.92837E-24,262,0.752416,0.9940992,1.4677105E-12,0.11797762,10
3.8754228E-24,265,0.7524145,0.99409765,1.4669837E-12,0.11955309,10
3.8952997E-24,264,0.7524331,0.99409455,1.4670032E-12,0.118048824,10
3.9167863E-24,266,0.75234526,0.994099,1.4676169E-12,0.118735306,10
3.8971843E-24,264,0.7524493,0.9940995,1.4670032E-12,0.11963705,10
3.9219577E-24,262,0.7524283,0.9940952,1.467387E-12,0.11838814,10
3.9461856E-24,267,0.7524688,0.9940949,1.4673103E-12,0.11954697,10
3.9128645E-24,266,0.7524885,0.9940956,1.4671276E-12,0.11870219,10
3.926328E-24,262,0.75238675,0.99409866,1.4675545E-12,0.1184111,10
3.906423E-24,268,0.7524104,0.9940982,1.4672667E-12,0.11921593,10
3.912706E-24,263,0.7523564,0.9940958,1.4673413E-12,0.11886626,10
3.8940068E-24,264,0.7523922,0.9940977,1.4667429E-12,0.119347416,10
3.898006E-24,264,0.7523069,0.9941013,1.4669844E-12,0.119413815,10
3.9075677E-24,268,0.75245696,0.9940994,1.467496E-12,0.11849373,10
3.8962215E-24,264,0.75245184,0.9940976,1.4669835E-12,0.118750475,10
3.9232593E-24,262,0.7524686,0.9940974,1.4670265E-12,0.118579485,10
3.945031E-24,267,0.75246775,0.9940969,1.4671292E-12,0.11848486,10
3.943039E-24,267,0.7523882,0.9940999,1.4669547E-12,0.11814575,10
3.9671933E-24,269,0.7524576,0.99410135,1.466954E-12,0.11875398,10
3.927591E-24,261,0.7524475,0.9941001,1.4672897E-12,0.118105,10
3.9179534E-24,266,0.75244,0.9940994,1.4674553E-12,0.11957209,10
3.9029773E-24,264,0.7524343,0.9941004,1.467574E-12,0.118419684,10
3.9255983E-24,262,0.7523725,0.9940979,1.4676045E-12,0.11838668,10
3.9446177E-24,267,0.75231427,0.9940996,1.4671481E-12,0.11897311,10
3.930907E-24,261,0.7523817,0.99410194,1.4677733E-12,0.11883316,10
3.9653872E-24,269,0.7524448,0.9940985,1.4674321E-12,0.11914447,10
3.918069E-24,266,0.7524831,0.9941002,1.4669624E-12,0.11871271,10
3.9156176E-24,266,0.7524416,0.9940997,1.4670801E-12,0.119010106,10
3.914263E-24,263,0.7523802,0.9940973,1.4671198E-12,0.11805108,10
3.9463236E-24,267,0.7524662,0.99410045,1.4674203E-12,0.118411995,10
3.930321E-24,261,0.7524197,0.99410176,1.4674436E-12,0.11808476,10
3.965642E-24,269,0.7523437,0.9940984,1.4670605E-12,0.118586734,10
3.9656018E-24,269,0.7524698,0.9941005,1.4672575E-12,0.11916499,10
3.9007645E-24,264,0.75232923,0.99410146,1.4673312E-12,0.11836432,10
3.873388E-24,265,0.75238705,0.99409544,1.4672279E-12,0.119160995,10
3.94675E-24,267,0.752489,0.99410194,1.4672376E-12,0.118846275,10
3.9654405E-24,269,0.75243074,0.99409854,1.466962E-12,0.11907919,10
3.947165E-24,267,0.752378,0.99409974,1.4672026E-12,0.11891122,10
3.9137657E-24,263,0.7524745,0.9940965,1.4670136E-12,0.11816338,10
3.9499003E-24,267,0.75245005,0.9940943,1.4676611E-12,0.11952269,10
3.916262E-24,266,0.75248367,0.994095,1.4676336E-12,0.11872503,10
3.919725E-24,262,0.7524776,0.9940958,1.466967E-12,0.118352875,10
3.9135543E-24,263,0.7524171,0.9940946,1.4675702E-12,0.11942637,10
3.911219E-24,266,0.75248116,0.99409586,1.4667532E-12,0.119337544,10
3.9069622E-24,268,0.7524842,0.99409384,1.4673798E-12,0.11867776,10
3.91276E-24,266,0.75243914,0.9940977,1.466946E-12,0.11923452,10
3.963634E-24,269,0.7523345,0.994099,1.4673096E-12,0.118768156,10
3.91751E-24,263,0.7524318,0.99410063,1.467053E-12,0.11865362,10
3.915569E-24,266,0.7523685,0.9940965,1.4675675E-12,0.11885465,10
3.9242813E-24,262,0.75238925,0.99410206,1.4670422E-12,0.11941085,10
3.9451683E-24,267,0.75248027,0.9940968,1.4673194E-12,0.11821018,10
3.968275E-24,269,0.7523516,0.99409777,1.4677653E-12,0.11860574,10
3.902169E-24,268,0.7523095,0.99409896,1.4676433E-12,0.11799287,10
3.901265E-24,264,0.75246555,0.99409866,1.4675637E-12,0.118470386,10
3.9456255E-24,267,0.7523971,0.994097,1.4676551E-12,0.11896562,10
3.907735E-24,268,0.7524264,0.9940973,1.4676207E-12,0.119071715,10
3.9117766E-24,266,0.7523163,0.9940965,1.4669255E-12,0.11857913,10
3.9056783E-24,268,0.7524147,0.99410033,1.4674508E-12,0.11853343,10
3.968347E-24,269,0.7523727,0.9940966,1.4676272E-12,0.11853201,10
3.9676083E-24,269,0.75241786,0.9941008,1.4672281E-12,0.11842214,10
3.9198905E-24,262,0.7524765,0.99409515,1.4671289E-12,0.11940778,10
3.968699E-24,269,0.75245917,0.9940966,1.4677287E-12,0.11948481,10
3.9636655E-24,269,0.7524764,0.994098,1.4667458E-12,0.118364714,10
3.878397E-24,265,0.75247353,0.9940976,1.4669126E-12,0.11836693,10
3.9621947E-24,269,0.75234836,0.9941007,1.4667353E-12,0.1183406,10
3.9236774E-24,261,0.7524201,0.99410045,1.4668305E-12,0.119001485,10
3.9451664E-24,267,0.7524783,0.99409765,1.4668777E-12,0.119356476,10
3.924397E-24,262,0.7523061,0.9940982,1.4676627E-12,0.11884122,10
3.946148E-24,267,0.7524657,0.9941018,1.4668476E-12,0.11919728,10
3.9121995E-24,266,0.75241464,0.9940966,1.4668513E-12,0.11927596,10
3.920491E-24,262,0.7523727,0.99409616,1.4674808E-12,0.11876025,10
3.9245483E-24,262,0.75241286,0.994095,1.4677585E-12,0.11862352,10
3.925522E-24,262,0.7524445,0.9941001,1.4675525E-12,0.11895899,10
3.9663098E-24,269,0.7523901,0.9940968,1.4674492E-12,0.11862135,10
3.9189667E-24,261,0.75241727,0.9940957,1.4673459E-12,0.11937051,10
3.9162408E-24,266,0.7524858,0.99409604,1.4674636E-12,0.11913568,10
3.9664404E-24,269,0.75232565,0.9940977,1.4672433E-12,0.119061224,10
3.9663485E-24,269,0.7524842,0.99409515,1.4673067E-12,0.119189754,10
3.969261E-24,269,0.7524477,0.9940992,1.4676862E-12,0.119548626,10
3.89714E-24,264,0.75248665,0.9940948,1.467457E-12,0.11833662,10
3.9447885E-24,267,0.75248975,0.9940936,1.4671411E-12,0.11961635,10
3.9084394E-24,268,0.7523107,0.9941001,1.4678048E-12,0.11946869,10
3.885465E-24,265,0.75247675,0.99409986,1.4677381E-12,0.11870109,10
3.9067666E-24,268,0.75234663,0.9941007,1.4673563E-12,0.119300604,10
3.914079E-24,266,0.7524632,0.9940963,1.4671872E-12,0.11815233,10
3.965755E-24,269,0.7523156,0.994101,1.4669164E-12,0.11899256,10
3.9208193E-24,261,0.7523765,0.99409723,1.4671226E-12,0.11906464,10
3.9440994E-24,267,0.7524581,0.9941002,1.4669607E-12,0.118178785,10
3.9699397E-24,269,0.7524174,0.99409527,1.4676331E-12,0.11841212,10
3.8756823E-24,265,0.7524356,0.99409455,1.4676296E-12,0.118783094,10
3.905523E-24,268,0.7523674,0.9940999,1.4668348E-12,0.119445086,10
3.9182114E-24,266,0.7524871,0.99410135,1.4671432E-12,0.119289316,10
3.9288306E-24,261,0.7523389,0.9941011,1.4674646E-12,0.11854742,10
3.9078982E-24,268,0.7523959,0.99410194,1.467802E-12,0.11830998,10
3.9248256E-24,261,0.7524385,0.99409705,1.4673231E-12,0.118102714,10
3.967282E-24,269,0.7523839,0.9940977,1.4673743E-12,0.118481025,10
3.9212777E-24,262,0.75242436,0.994095,1.4674075E-12,0.11895848,10
3.9240553E-24,261,0.7523869,0.9940995,1.4673554E-12,0.11925748,10
3.9478232E-24,267,0.75243276,0.994095,1.467546E-12,0.119346485,10
3.906389E-24,268,0.75239456,0.9940993,1.4672284E-12,0.11925119,10
3.8988504E-24,264,0.75236595,0.9941005,1.4671303E-12,0.11896318,10
3.9272446E-24,261,0.7524577,0.9940999,1.4674392E-12,0.11882294,10
3.923774E-24,262,0.7523551,0.99410146,1.4670223E-12,0.119173855,10
3.8982666E-24,264,0.75247586,0.9940965,1.4676205E-12,0.11881785,10
3.9675814E-24,269,0.7524702,0.99409467,1.4675109E-12,0.11884226,10
3.915244E-24,263,0.75233847,0.9941005,1.4670265E-12,0.11952476,10
3.925938E-24,261,0.75235057,0.99410206,1.4667412E-12,0.11917249,10
3.893051E-24,264,0.7524478,0.994096,1.4671395E-12,0.11952894,10
3.8849447E-24,265,0.7524681,0.99410105,1.4676697E-12,0.118673235,10
3.8987967E-24,264,0.7523674,0.99410176,1.4669439E-12,0.11909506,10
3.9191675E-24,266,0.7523971,0.99410176,1.4671943E-12,0.11907598,10
3.9181214E-24,263,0.75237405,0.99410206,1.4667344E-12,0.11874103,10
3.9017175E-24,268,0.75239027,0.99409974,1.4668825E-12,0.1183296,10
3.901497E-24,268,0.75238425,0.99410164,1.4667844E-12,0.11859669,10
3.9211877E-24,262,0.7523904,0.994099,1.4672554E-12,0.11950776,10
3.881077E-24,265,0.7523328,0.9940987,1.4675135E-12,0.11872949,10
3.9201934E-24,263,0.75246173,0.9940999,1.4677408E-12,0.11935172,10
3.9039693E-24,268,0.7523469,0.9941016,1.4672464E-12,0.11925335,10
3.918919E-24,263,0.7524612,0.9940996,1.4675664E-12,0.118989415,10
3.9153845E-24,263,0.7524337,0.99409854,1.4671899E-12,0.11940898,10
3.9168368E-24,262,0.752479,0.9940948,1.4668512E-12,0.119622536,10
3.9417127E-24,267,0.75246394,0.9940944,1.4667913E-12,0.11800971,10
3.897117E-24,264,0.7524563,0.99409616,1.4672383E-12,0.11854543,10
3.9447384E-24,267,0.7524137,0.99410045,1.4667728E-12,0.11899611,10
3.90644E-24,268,0.7524187,0.9940985,1.4673169E-12,0.11811947,10
3.9437058E-24,267,0.7523337,0.9941012,1.4668667E-12,0.11858275,10
3.964076E-24,269,0.7524605,0.99409914,1.4670131E-12,0.11834026,10
3.921114E-24,263,0.75239,0.99409986,1.4677385E-12,0.11826614,10
3.89395E-24,264,0.7524514,0.9940947,1.4671797E-12,0.11815337,10
3.9019265E-24,264,0.75236285,0.9940994,1.4675514E-12,0.11802019,10
3.9684007E-24,269,0.7524749,0.9940989,1.4674289E-12,0.11905555,10
3.903506E-24,268,0.75234336,0.99410146,1.4671438E-12,0.11912926,10
3.8951123E-24,264,0.75238115,0.9940967,1.4673296E-12,0.119130865,10
3.9434344E-24,267,0.75236094,0.9940989,1.4671276E-12,0.119350806,10
3.92149E-24,261,0.75239587,0.9940965,1.4671141E-12,0.11892266,10
3.9469267E-24,267,0.7524444,0.99410164,1.4670633E-12,0.11912545,10
3.8812166E-24,265,0.75235254,0.99410105,1.4670574E-12,0.118322864,10
3.9144197E-24,263,0.7523418,0.99409693,1.4671695E-12,0.118484974,10
3.946274E-24,267,0.7524164,0.99409616,1.4673992E-12,0.11821366,10
3.898758E-24,264,0.7524241,0.9941002,1.4669371E-12,0.11868049,10
3.9043306E-24,264,0.7523138,0.9941017,1.4674234E-12,0.11824625,10
3.9405574E-24,267,0.7523537,0.9940977,1.4667382E-12,0.11833587,10
3.87971E-24,265,0.7523507,0.9941019,1.4668545E-12,0.11909042,10
3.9654602E-24,269,0.752319,0.99409944,1.4668297E-12,0.118800715,10
3.898756E-24,264,0.7523367,0.994099,1.4673633E-12,0.11852846,10
3.9136833E-24,263,0.75246644,0.9940976,1.4669233E-12,0.11945383,10
3.9449837E-24,267,0.7524422,0.99409884,1.4667465E-12,0.11871517,10
3.9023415E-24,268,0.7523064,0.99410003,1.4667788E-12,0.11814378,10
3.9419316E-24,267,0.752346,0.9941013,1.4668016E-12,0.11827257,10
3.9062515E-24,268,0.75244814,0.99409676,1.4674361E-12,0.11845332,10
3.8824618E-24,265,0.7524675,0.99410135,1.4670804E-12,0.119000115,10
3.923009E-24,261,0.7523142,0.99409693,1.4674432E-12,0.11809343,10
3.911754E-24,263,0.752407,0.99409604,1.4671309E-12,0.119452246,10
3.9230984E-24,263,0.7524239,0.9941013,1.4676419E-12,0.11822521,10
3.9154476E-24,266,0.7524156,0.99409944,1.4668835E-12,0.11939286,10
3.8849546E-24,265,0.7523848,0.99409896,1.4678027E-12,0.11799122,10
3.873513E-24,265,0.7524532,0.9940959,1.4669452E-12,0.11948366,10
3.8942308E-24,264,0.75232893,0.9940965,1.4671131E-12,0.118180476,10
3.9659402E-24,269,0.75246626,0.9940938,1.4670598E-12,0.118293144,10
3.9072087E-24,268,0.7524442,0.9941003,1.4673373E-12,0.11948687,10
3.9461832E-24,267,0.7524573,0.994094,1.4674362E-12,0.11869916,10
3.9166837E-24,266,0.752316,0.9940976,1.4674466E-12,0.11839837,10
3.9149234E-24,263,0.75248176,0.99409956,1.4669596E-12,0.11945961,10
3.9061197E-24,268,0.7524249,0.99409664,1.4671981E-12,0.11866291,10
3.875507E-24,265,0.75234467,0.9940988,1.4670026E-12,0.11945114,10
3.9212094E-24,261,0.75247824,0.9940937,1.4676257E-12,0.11927227,10
3.91793E-24,266,0.75238895,0.9941009,1.4671938E-12,0.11919854,10
3.9428124E-24,267,0.75238985,0.9941005,1.4670464E-12,0.11911517,10
3.8933974E-24,264,0.7524839,0.9940948,1.4668889E-12,0.118975736,10
