label, variance, skewness, kurtosis, entropy,F1+F2+F3,F1*F2*F3,F5+F5+F5+F6
1,-0.006345,-0.057525,-0.047569,0.028922,1.1577363,0.04398269,0.73265964
1,-0.049097,0.13978,-0.061705,-0.07834,1.231554,0.04729433,1.0050102
1,-0.173025,0.134505,0.008083,-0.05112,1.1089941,0.03734018,0.5253408
1,-0.030127,0.086185,-0.107505,-0.038514,1.1793454,0.036378216,0.7595004
1,-0.06393,-0.120435,0.228675,0.023814,1.2656052,0.075068764,1.2925388
1,-0.06423,0.163575,-0.088355,-0.16304,1.2045747,0.040142752,0.86882305
1,-0.038731,-0.09384,0.120115,0.056595,1.2283205,0.066635855,1.1132782
1,0.109715,0.227515,-0.2488,-0.13627,1.3650694,0.006100673,1.206576
1,-0.29517,0.328395,0.033831,-0.333985,1.1001117,0.016054362,0.3637311
1,-0.190265,0.121365,0.034045,-0.054355,1.0966636,0.0363718,0.47728628
1,-0.08193,0.16792,-0.08651,-0.17823,1.1838875,0.038263716,0.7866318
1,-0.08791,0.136985,-0.126615,-0.1117,1.1175587,0.027930252,0.4965272
1,-0.23169,-0.637545,0.83583,-0.16084,1.1597625,0.006296363,0.5071162
1,-0.12542,-0.011382,0.0744,0.060345,1.125613,0.04835766,0.65001583
1,0.003126,0.146505,-0.177335,-0.133685,1.2122842,0.02399425,0.795526
1,-0.156365,-0.355605,0.569485,-0.004182,1.2499241,0.050547864,1.0877717
1,0.013319,0.036626,-0.033946,0.001767,1.2682943,0.056776114,1.1888826
1,-0.207045,0.173095,-0.023921,-0.194395,1.0612338,0.0279442,0.3043886
1,-0.18965,-0.635475,0.639785,-0.14125,1.0530392,0.007263576,0.14885925
1,-0.1294,0.19327,-0.01668,-0.063985,1.1945567,0.045228604,0.8660047
1,-0.08988,-0.33843,0.333765,0.044956,1.1555789,0.051077597,0.7690599
1,-0.09178,-0.33781,0.252925,-0.027522,1.0836535,0.043931097,0.47951314
1,-0.19586,0.13326,0.039443,-0.039095,1.1021466,0.03627468,0.4953996
1,-0.099405,0.049973,-0.014281,-0.035022,1.1326457,0.043398015,0.64342475
1,-0.11402,-0.015313,0.066735,0.068815,1.1325092,0.049352065,0.67968494
1,-0.19276,0.176095,-0.019208,-0.19304,1.0881424,0.03140683,0.4175802
1,-0.224305,-0.664445,0.865435,-0.16097,1.1757892,0.0032505877,0.5430248
1,-0.19849,0.18406,-0.030004,-0.200665,1.0765374,0.029210389,0.3644266
1,-0.07223,0.10719,-0.023621,-0.083385,1.2066122,0.04985365,0.93567586
1,-0.29365,0.45876,-0.013724,-0.30211,1.1588937,0.015629582,0.5617207
1,-0.15493,-0.52301,0.448585,-0.117135,1.0225492,0.02165259,0.13355847
1,-0.192415,-0.640235,0.78412,-0.06405,1.1698433,0.0075387107,0.5491829
1,-0.098625,0.144125,-0.11543,-0.11862,1.1170845,0.02922489,0.5028944
1,-0.128325,-0.34412,0.37708,0.035387,1.1331909,0.045986522,0.66125166
1,-0.214435,-0.393165,0.591935,-0.09489,1.1574041,0.032391775,0.66003025
1,0.083995,0.21034,-0.22699,-0.119655,1.3339114,0.013604541,1.1465263
1,-0.010944,-0.11019,-0.00477,0.028211,1.1485645,0.047630977,0.72386175
1,-0.16346,-0.63703,0.777865,-0.007091,1.2086141,0.009438461,0.6932171
1,0.007712,0.005897,-0.084115,0.029762,1.1939868,0.04187687,0.84338534
1,-0.10377,0.063835,-0.032103,-0.06321,1.1213692,0.040351696,0.5861501
1,-0.133245,-0.64065,0.633445,-0.09541,1.125056,0.008771338,0.40393695
1,-0.203395,0.124775,0.039786,-0.055195,1.0852246,0.034207482,0.42489755
1,0.06099,0.10491,-0.15977,0.006422,1.2797453,0.031867743,1.0743215
1,0.07189,0.033419,-0.101335,0.051355,1.2923102,0.04639886,1.2068341
1,-0.11571,0.10419,-0.023407,-0.083835,1.141841,0.0419872,0.6661041
1,-0.19967,0.291665,0.027362,-0.246895,1.2047887,0.040531896,0.8719536
1,-0.124175,-0.37247,0.34482,-0.032242,1.0901659,0.040823136,0.48256785
1,-0.025502,-0.011796,0.001014,0.038167,1.2061863,0.054543607,0.96315104
1,-0.116055,0.1583,-0.05001,-0.135755,1.1589174,0.0398413,0.7111455
1,-0.08331,-0.015003,0.07119,0.001249,1.1808721,0.056493696,0.8887879
1,0.03688,0.242625,-0.23993,-0.283295,1.2789706,0.008211354,0.9257591
1,-0.013327,-0.032281,-0.021007,0.044568,1.189443,0.050310913,0.87990165
1,-0.114935,-0.26135,0.2815,0.045861,1.132097,0.051438976,0.69115067
1,-0.10837,0.006208,-0.052325,-0.043104,1.0541856,0.03338636,0.3139035
1,-0.086395,-0.34205,0.44747,0.034029,1.2558607,0.06095967,1.1722546
1,-0.027504,0.143295,-0.08244,-0.121595,1.2474632,0.045672346,1.0493
1,-0.21466,0.167095,0.038629,-0.049893,1.0996516,0.03313454,0.46751535
1,-0.031649,-0.256385,0.22812,0.073985,1.2099442,0.0634338,1.030813
1,0.045204,0.16854,-0.224935,-0.184825,1.2484523,0.012468971,0.8478689
1,-0.20107,-0.64003,0.780995,-0.047824,1.1548214,0.007138965,0.49545068
1,-0.06707,-0.10388,0.140465,0.030344,1.1974669,0.062741145,0.98395795
1,-0.06195,-0.32705,0.240755,-0.00166,1.124244,0.04927931,0.65102863
1,0.003306,0.12457,-0.147005,-0.031078,1.2222595,0.03152802,0.8760396
1,-0.20979,-0.409095,0.606455,-0.080085,1.1646919,0.032216724,0.68382233
1,-0.219835,0.248005,-0.032446,-0.273595,1.0915025,0.026713109,0.4000956
1,-0.014008,0.153645,-0.169285,-0.145775,1.199851,0.025164032,0.7603098
1,0.033183,-0.002277,-0.009397,0.011724,1.2889806,0.06268872,1.2959507
1,-0.25608,-0.26559,0.51923,-0.05306,1.1301733,0.029601038,0.54988384
1,-0.033004,-0.1613,0.19029,0.05918,1.2465558,0.07113986,1.2032928
1,-0.038924,0.170095,-0.174295,-0.177845,1.1719093,0.022511791,0.6485914
1,0.053185,0.184785,-0.20797,-0.096895,1.2867371,0.018545326,1.0160068
1,-0.09895,0.161505,-0.067875,-0.129095,1.1705943,0.03931444,0.7477464
1,-0.102205,0.061355,0.009282,-0.05455,1.1574264,0.047685444,0.75444144
1,-0.020823,0.016244,-0.016809,-0.018018,1.2185633,0.053746477,1.0004742
1,-0.012373,0.09684,-0.123485,-0.040259,1.1991578,0.034946315,0.8182836
1,-0.244305,0.35271,-0.008626,-0.34795,1.1550906,0.026691556,0.6169745
1,-0.169315,-0.649445,0.652725,-0.13601,1.0830619,0.006112096,0.24421759
1,-0.04367,0.082665,-0.10982,-0.039031,1.1551838,0.03417761,0.66346836
1,0.013666,0.243865,-0.24597,-0.29099,1.2412136,0.0058157467,0.78212595
1,0.026187,0.1822,-0.20373,-0.099545,1.2495167,0.018557673,0.8890582
1,0.008179,-0.16792,0.068745,0.067845,1.19628,0.058106985,0.9513229
1,-0.144785,-0.601025,0.595745,-0.13776,1.1055852,0.014530314,0.3730102
1,0.075385,0.09798,-0.15292,-0.006122,1.3012227,0.034832373,1.1659055
1,0.049148,0.17113,-0.19846,-0.08558,1.278889,0.02112458,1.0051323
1,-0.09558,-0.308015,0.2803,0.024267,1.1240559,0.049451888,0.65145123
1,-0.167765,0.017796,0.132365,-0.018923,1.1363162,0.04803835,0.6845739
1,-0.083185,0.164405,-0.113505,-0.11112,1.156189,0.03217075,0.65452003
1,-0.014348,0.15892,-0.178835,-0.15948,1.1950804,0.022753764,0.72916156
1,-0.144145,0.19482,-0.00944,-0.05836,1.180688,0.043545313,0.80829096
1,-0.26203,0.33129,-0.009954,-0.343035,1.1123519,0.021730592,0.4405164
1,-0.157115,-0.651825,0.783865,-0.033083,1.2118627,0.00700008,0.6892632
1,-0.083385,-0.357675,0.394645,0.048383,1.2029964,0.05450187,0.9520072
1,-0.069975,-0.09581,0.12577,0.029956,1.1866556,0.06067303,0.9343051
1,-0.106665,0.078425,-0.004213,-0.087265,1.1521416,0.045537595,0.72315717
1,-0.21055,-0.62368,0.74852,-0.06942,1.1254051,0.008662897,0.40445927
1,-0.052775,0.03973,-0.08484,-0.023384,1.1314424,0.03638716,0.59607345
1,-0.088485,0.171645,-0.06072,-0.118945,1.199441,0.04293695,0.868538
1,-0.046794,-0.25504,0.226835,0.06933,1.1880004,0.06046572,0.9376159
1,-0.151325,-0.003104,0.034302,-0.002759,1.0598985,0.038222343,0.36322975
1,-0.16389,0.090115,0.009025,-0.119655,1.0897608,0.037257,0.45918864
1,-0.078105,-0.110605,0.212955,0.013986,1.2389735,0.070295595,1.1722087
1,-0.126865,-0.34795,0.44027,0.076445,1.1868727,0.050281517,0.87094855
1,-0.179665,0.011484,0.03563,-0.01666,1.0310856,0.033674918,0.23684816
1,-0.22009,-0.646855,0.782795,-0.08403,1.1238325,0.0053733494,0.37880158
1,-0.33763,0.44086,-0.003099,-0.18625,1.0912204,0.003971463,0.2588566
1,-0.000745,-0.051215,-0.047012,0.032478,1.1710151,0.04525791,0.78584325
1,-0.05058,-0.009519,-0.045299,0.00015,1.131819,0.041705493,0.63016343
1,0.07448,0.17144,-0.201545,-0.071295,1.3129989,0.021413716,1.1233256
1,-0.1865,-0.648615,0.649085,-0.1342,1.0557613,0.005632239,0.14808683
1,-0.352105,0.46,0.012967,-0.23416,1.0985091,0,0.25923434
1,0.040792,0.242,-0.263065,-0.304115,1.2642127,0.00042163927,0.8273449
1,-0.073905,0.007139,-0.05811,-0.02429,1.0996065,0.03711702,0.4919265
1,-0.017405,-0.019348,-0.023921,0.031314,1.1907295,0.050077625,0.88285315
1,-0.048035,0.134815,-0.15613,-0.065605,1.1480166,0.02518868,0.5835624
1,-0.191015,-0.652755,0.847915,-0.11526,1.2174567,0.0059815096,0.70207155
1,-0.02147,-0.007347,0.002213,-0.007803,1.2163641,0.05583108,1.0058272
1,-0.124705,0.177235,-0.068605,-0.142415,1.1445913,0.035834484,0.6375387
1,-0.2122,-0.65317,0.85558,-0.140085,1.1931952,0.0051702186,0.6142683
1,-0.042355,0.156645,-0.15056,-0.14694,1.1773446,0.027695652,0.6991159
1,0.119585,0.227825,-0.24944,-0.144935,1.3789853,0.0059758765,1.253298
1,-0.141335,-0.452035,0.45347,-0.049117,1.0994813,0.03328938,0.4678895
1,0.001511,-0.05256,0.07012,0.038685,1.2741796,0.06995355,1.2902493
1,-0.091955,-0.454415,0.46208,-0.005216,1.1763383,0.041163184,0.77875286
1,-0.1759,0.143815,0.00774,-0.06043,1.1115193,0.03710946,0.5325357
1,0.0259,0.012933,-0.042043,0.048059,1.2617326,0.054815337,1.1543943
1,0.015902,-0.049663,0.054735,0.04431,1.2838483,0.069767594,1.3220994
1,-0.13143,0.009001,0.08978,0.048641,1.1454498,0.0506943,0.7321273
1,-0.06212,-0.085875,-0.026277,-0.010518,1.074421,0.038691856,0.4156881
1,-0.144165,0.088565,0.034473,-0.02319,1.138975,0.04490428,0.6743162
1,-0.15683,0.021106,0.131125,-0.003212,1.1534964,0.050966583,0.76126814
1,-0.027678,-0.396165,0.33578,0.037197,1.2038206,0.052953895,0.9452717
1,-0.03494,-0.168855,0.206055,0.075215,1.2516922,0.07211225,1.2268202
1,-0.274505,0.45524,-0.019379,-0.298815,1.1789997,0.02021808,0.6586409
1,0.011216,-0.026074,-0.020193,0.060085,1.2301877,0.05464819,1.0457075
1,-0.22885,0.172575,0.03336,-0.047371,1.078747,0.029383842,0.37303758
1,-0.12825,-0.289495,0.30061,0.002348,1.1082947,0.046941184,0.58217525
1,-0.14495,-0.030212,0.130225,0.06888,1.1314504,0.05004386,0.68033856
1,-0.233825,-0.28318,0.54845,-0.016725,1.1742826,0.036248676,0.7414231
1,-0.13514,0.081635,0.041799,-0.00457,1.1531173,0.047574047,0.7390485
1,-0.187515,-0.67293,0.87966,-0.138855,1.2347567,0.0027533688,0.74120075
1,-0.13203,-0.220795,0.29915,-0.006962,1.1529981,0.053951435,0.7779789
1,-0.1753,-0.628335,0.75803,-0.037608,1.1809554,0.010139262,0.6031468
1,-0.048663,-0.32084,0.28013,0.051615,1.1819792,0.056507792,0.8926531
1,0.072505,0.180335,-0.202785,-0.07983,1.3157388,0.021109523,1.1307998
1,-0.014929,0.123845,-0.14756,-0.033083,1.1949388,0.02974236,0.7717856
1,-0.252385,-0.290115,0.5622,-0.019505,1.1541703,0.030546173,0.6376099
1,-0.09038,-0.440655,0.43543,-0.010841,1.1659467,0.042236473,0.7499089
1,-0.188735,0.12581,0.041671,-0.015497,1.1087672,0.037860755,0.52777725
1,-0.218865,-0.275835,0.54695,-0.02041,1.2000635,0.041496344,0.8617765
1,-0.091935,-0.31505,0.28253,0.009784,1.1259694,0.04942917,0.65784156
1,-0.16791,-0.36202,0.572095,-0.028557,1.2307208,0.046796322,0.9990946
1,0.07905,0.043455,-0.11569,0.041206,1.2977797,0.043624405,1.2083867
1,-0.020429,0.154885,-0.148035,-0.13446,1.2098265,0.030251332,0.8257335
1,-0.034539,-0.025039,-0.017709,0.023749,1.1671104,0.048327465,0.7914512
1,-0.1143,-0.27242,0.290195,0.044116,1.1322198,0.051040895,0.6891142
1,-0.087945,-0.32312,0.423865,0.015991,1.2474544,0.06179436,1.1487143
1,-0.27207,0.361815,0.005469,-0.37821,1.1340033,0.021092147,0.5104697
1,-0.25595,0.33243,-0.002499,-0.32603,1.128397,0.023903988,0.50868076
1,-0.200865,-0.415615,0.622735,-0.071875,1.1867112,0.034063816,0.7703625
1,-0.17755,0.094775,0.009325,-0.122045,1.0738051,0.03479792,0.38956723
0,0.050675,0.422755,-0.0836,-0.104075,1.56836,0.07522627,2.326745
0,0.078505,0.395645,0.014509,-0.109765,1.6727378,0.12106128,2.9656851
0,0.194995,0.0867,0.080055,0.048383,1.6660162,0.13584298,3.0339227
0,0.19655,0.092705,-0.001171,0.06157,1.6027712,0.1049022,2.6272311
0,0.200635,0.507385,-0.19683,-0.20364,1.7504241,0.041482657,2.7399507
0,0.08726,0.24014,0.10439,0.031314,1.6464282,0.13991676,2.9922018
0,0.17719,0.061975,0.09985,0.107735,1.6388874,0.13454485,2.933331
0,0.134405,0.300975,-0.023321,-0.034634,1.64992,0.10789714,2.8066132
0,0.09296,0.16037,-0.007983,-0.013104,1.4981346,0.0900714,2.17865
0,0.1307,0.400405,-0.18629,-0.065345,1.5785782,0.038146865,2.1329029
0,0.050955,0.1165,0.24667,0.041465,1.6241212,0.15420769,3.0042226
0,0.034044,0.116295,0.245425,0.027499,1.5985045,0.14734016,2.874438
0,0.12243,-0.315875,0.39816,0.010301,1.5341501,0.10897852,2.4181867
0,0.17576,0.34112,-0.033689,-0.023449,1.7306763,0.1165767,3.1357543
0,0.19886,0.016761,0.11283,0.108125,1.6474881,0.13630861,2.9735625
0,-0.019908,0.298905,0.06956,-0.058105,1.505831,0.10185613,2.277607
0,0.06781,0.16068,0.217325,0.039331,1.6562113,0.15973905,3.1478577
0,0.044222,0.32953,0.027919,-0.022091,1.5853671,0.10966128,2.5971901
0,0.06632,0.05163,0.28283,-0.020669,1.6288893,0.15760437,3.0414464
0,0.161755,0.48235,-0.16037,-0.12974,1.7070254,0.058159743,2.6947088
0,0.197165,0.125085,0.076075,0.04515,1.694443,0.14147924,3.165703
0,0.100765,0.092395,0.156875,0.021422,1.6005573,0.13854066,2.827166
0,0.11298,-0.001656,0.236775,-0.01388,1.6166291,0.14888556,2.9458256
0,0.056575,0.39606,0.05465,-0.14222,1.6760032,0.13148783,3.0411425
0,0.21203,-0.12426,0.0804,0.035775,1.5330062,0.102063596,2.3716297
0,0.033009,0.51939,-0.070145,-0.195755,1.6267918,0.08400194,2.5802908
0,0.208785,0.513075,-0.19276,-0.21528,1.7699435,0.04484571,2.82731
0,0.21386,0.124775,0.024277,0.01806,1.6736627,0.12354812,2.9841807
0,0.21229,0.059905,0.033317,0.047348,1.6306399,0.11693163,2.7965417
0,0.233445,0.06549,0.00277,0.09545,1.6390128,0.10967541,2.7803583
0,0.139805,0.10605,0.091925,0.019159,1.6111244,0.12950282,2.8074815
0,0.173345,0.3435,-0.05284,-0.036574,1.7124745,0.106652714,3.0124218
0,0.22036,-0.003518,0.10208,0.056595,1.6540592,0.1336353,2.9794984
0,0.23963,0.085355,-0.002585,0.07463,1.6581861,0.11147253,2.8568776
0,0.135805,-0.21003,0.20957,0.008491,1.4701691,0.102909625,2.1623988
0,-0.09015,0.59409,0.10229,-0.26364,1.6536293,0.114554115,2.8603342
0,0.18511,0.34971,-0.092555,-0.006445,1.6998732,0.089094736,2.8611147
0,0.104555,0.047179,0.22756,0.0617,1.6330853,0.1537007,3.0316873
0,0.026428,0.048214,0.201215,-0.052415,1.4984804,0.12075067,2.3690674
0,0.328165,0.490935,-0.220565,-0.16129,1.9015985,0.032639854,3.2013307
0,0.146165,0.30232,-0.005584,-0.029333,1.6831696,0.118799955,2.987338
0,-0.000345,0.464655,-0.020622,-0.09819,1.5803912,0.09193373,2.4708605
0,0.05525,0.37216,0.02055,-0.15166,1.6268268,0.11447052,2.7683473
0,0.07951,0.11474,0.162015,0.009202,1.5910525,0.13747337,2.788145
0,0.23176,-0.150435,0.133865,0.0606,1.5879377,0.11635846,2.647273
0,0.095525,0.44355,-0.11693,-0.037802,1.6198927,0.06945846,2.4670377
0,-0.022531,-0.06839,0.35429,-0.020152,1.4724891,0.117596336,2.2609081
0,0.064995,0.12881,0.100535,-0.009484,1.5276783,0.11568284,2.4374535
0,0.133995,0.156745,0.017037,0.029245,1.5761623,0.10751761,2.5525537
0,0.172955,0.5556,-0.210195,-0.254655,1.7350695,0.03287403,2.6344488
0,0.150045,0.29063,-0.11153,-0.033277,1.5887375,0.06986377,2.3632119
0,0.188655,0.360365,-0.08407,-0.047371,1.7202704,0.095079,2.967638
0,-0.0024,-0.028039,0.386075,0.02265,1.5591062,0.13972537,2.6930103
0,0.019126,0.340605,0.09064,-0.030626,1.6114982,0.12612104,2.787898
0,0.162015,-0.18541,0.26402,0.020646,1.5733086,0.12711658,2.6637058
0,0.148475,0.28111,0.013781,-0.05778,1.6873126,0.1255383,3.043041
0,0.13603,0.454105,-0.165555,-0.048406,1.6443177,0.051225852,2.4379318
0,0.10465,0.415305,0.001142,-0.16362,1.7136427,0.12447198,3.1263225
0,0.11317,-0.22431,0.18279,-0.030626,1.4037635,0.08982711,1.8550756
0,0.2543,0.16399,-0.063505,0.055945,1.6857059,0.09654992,2.8587503
0,0.042787,0.000413,0.33021,-0.026552,1.5974398,0.15043898,2.8899183
0,0.044803,0.527355,-0.070875,-0.201635,1.649134,0.086817645,2.6739075
0,-0.001179,0.35871,0.039229,-0.037867,1.5514677,0.103747584,2.4450219
0,0.190985,0.449755,-0.21915,-0.201635,1.6741472,0.025961716,2.3838978
0,0.002265,0.33667,0.05354,-0.04666,1.5522709,0.107396714,2.4702718
0,0.016462,-0.22276,0.22859,-0.04944,1.3049029,0.078707494,1.4490976
0,0.1767,0.46807,-0.18158,-0.062305,1.6996199,0.047056496,2.6009479
0,-0.045859,0.49942,0.05902,-0.261315,1.6093812,0.10939834,2.6775231
0,0.121175,0.47666,-0.153945,-0.13873,1.6497749,0.056601804,2.4897158
0,0.008673,0.393475,0.013438,-0.189415,1.5694735,0.100836955,2.4885182
0,0.228395,0.159645,-0.105275,0.014827,1.6091042,0.07282624,2.4509919
0,0.142615,0.45048,-0.18805,-0.166855,1.6317213,0.039963186,2.3254716
0,0.131065,0.289595,0.003284,-0.078795,1.6595085,0.11761838,2.8992994
0,-0.07286,0.45607,0.087125,-0.256205,1.5622106,0.10446783,2.4861276
0,0.17885,0.12002,0.09454,0.036616,1.680146,0.14328335,3.1280384
0,0.043368,0.278215,0.083825,-0.008385,1.5938995,0.123789415,2.7134552
0,0.002599,0.352605,-0.102705,-0.15754,1.4300622,0.05550393,1.7331132
0,0.095785,0.30408,0.011853,-0.10058,1.6268475,0.11418774,2.7666738
0,0.0881,0.21841,0.10692,0.037715,1.6335573,0.13784395,2.9354904
0,0.10461,-0.3405,0.42318,-0.030108,1.5115765,0.101657234,2.2959883
0,0.24681,0.38023,-0.117145,-0.042651,1.7905165,0.08760786,3.1612887
0,0.19647,0.07056,0.09038,0.044891,1.6649605,0.13737279,3.039756
0,-0.012406,-0.008899,0.24534,0.007715,1.4377458,0.10943902,2.0920205
0,0.07678,0.45886,-0.11359,-0.036768,1.6071923,0.068978354,2.4207325
0,0.044436,0.267245,0.10225,-0.009678,1.6031046,0.12921022,2.778307
0,0.047813,0.12364,0.22289,0.010818,1.6044447,0.1471786,2.893714
0,-0.065,0.51339,-0.14765,-0.29319,1.414169,0.0374388,1.567443
0,0.012518,0.46631,-0.184365,-0.312715,1.4591062,0.03130647,1.6829782
0,0.19682,0.529425,-0.18625,-0.215665,1.7705313,0.048534065,2.852067
0,-0.057485,0.06477,0.38505,0.031314,1.5482304,0.1340422,2.6208384
0,0.098235,0.346915,0.028861,0.033189,1.6770911,0.12714249,3.0180523
0,-0.11621,0.57588,0.091155,-0.26875,1.592822,0.09860465,2.554432
0,0.15726,0.29125,-0.02572,-0.07472,1.6735387,0.11074224,2.9047678
0,-0.113115,0.605885,0.014423,-0.387905,1.5536311,0.08019236,2.3071108
0,0.094835,-0.125815,0.140465,-0.039871,1.4145643,0.09468903,1.9219255
0,0.19122,-0.155405,0.122685,0.026012,1.5161158,0.10426714,2.3275785
0,0.052,-0.346605,0.41444,-0.064955,1.4235992,0.08724644,1.9068522
0,0.197395,-0.188615,0.14415,0.000991,1.518662,0.10436956,2.3368998
0,0.141485,0.317425,-0.036773,-0.029333,1.6608524,0.105074786,2.8265142
0,0.174025,0.48504,-0.187705,-0.171895,1.7031844,0.043988004,2.5941856
0,0.24453,-0.16792,0.17101,0.054525,1.6252732,0.12577267,2.8327599
0,0.20486,0.023486,0.083355,0.045797,1.6357801,0.12823476,2.8838043
0,0.206865,0.024624,0.05465,0.09138,1.614792,0.11825907,2.7506442
0,0.188175,0.139055,0.03306,0.01709,1.6548715,0.12366423,2.9207668
0,0.075495,0.001965,0.31166,-0.015173,1.6297934,0.15817219,3.0480342
0,0.14871,0.448,-0.14512,-0.051895,1.6756432,0.06309351,2.618041
0,-0.087795,0.597295,0.15473,-0.24489,1.7046051,0.13244791,3.1446764
0,0.205975,0.54629,-0.194645,-0.20901,1.7891238,0.04464621,2.8915377
0,0.05838,0.45783,-0.104335,-0.040324,1.5878572,0.07001021,2.3611112
0,0.255645,-0.024936,0.031432,0.055945,1.6280534,0.110935874,2.750731
0,0.119625,0.4899,-0.151805,-0.14112,1.6592916,0.058163833,2.5318294
0,0.157785,0.14454,0.029847,0.039913,1.6123769,0.11621229,2.7297769
0,-0.032236,-0.23031,0.41735,-0.135495,1.3916459,0.09293652,1.8329004
0,0.16924,0.16337,0.045484,0.012564,1.6564627,0.1279678,2.9527426
0,0.007392,0.3973,0.05371,-0.167045,1.6051855,0.11545475,2.7005615
0,0.194845,0.370815,-0.091225,0.007004,1.730854,0.093269646,2.9925973
0,0.19681,0.50811,-0.191175,-0.20086,1.7503221,0.044675224,2.7592952
0,0.12098,0.323325,-0.037844,0.0114,1.6347711,0.10082348,2.7112813
0,0.088735,-0.32167,0.4075,-0.044914,1.4892628,0.10107173,2.2162251
0,0.072395,-0.24397,0.41714,-0.10543,1.5321498,0.119623944,2.4770236
0,-0.071085,0.58271,-0.002885,-0.355125,1.5819945,0.08685671,2.4450164
0,0.05142,0.48835,-0.068435,-0.089265,1.6315897,0.0865115,2.612144
0,0.046352,0.47159,-0.033132,-0.08364,1.6421533,0.099386044,2.7276084
0,-0.09961,0.58271,0.13271,-0.260535,1.6576778,0.11851875,2.8986056
0,-0.055965,0.536355,0.10469,-0.28252,1.6617943,0.124484226,2.949451
0,0.201645,0.011588,0.044541,0.059115,1.5887979,0.1113683,2.6194282
0,0.188835,0.48897,-0.195375,-0.176615,1.7208775,0.040833965,2.6351137
0,0.037421,0.36378,0.05752,-0.02694,1.6266931,0.12268985,2.8185902
0,0.08748,-0.008795,0.259135,0.06461,1.5937729,0.14547434,2.846781
0,0.17991,0.356535,-0.065175,0.010624,1.7210706,0.10297052,3.019046
0,0.20981,0.037247,0.041628,0.03765,1.6172669,0.11604651,2.7454426
0,0.106595,-0.102015,0.12787,-0.003083,1.4384853,0.09813805,2.024837
0,0.19707,-0.16451,0.15837,0.05433,1.5484843,0.11314254,2.4927907
0,0.05326,0.41841,-0.07002,-0.082545,1.5805366,0.08108038,2.4044108
0,0.269575,0.49973,-0.190405,-0.16821,1.849662,0.050772164,3.1359274
0,0.202025,0.025762,0.051395,0.0553,1.6058587,0.11622383,2.7076027
0,0.207645,-0.19679,0.143165,-0.000884,1.5264788,0.104326054,2.3633084
0,0.195605,0.148675,0.046426,0.030279,1.6843026,0.13252233,3.0758476
0,0.14868,0.43972,-0.181795,-0.06877,1.6378055,0.043357924,2.3671753
0,0.05736,0.179925,0.096935,-0.021703,1.5518177,0.11947569,2.543231
0,-0.103795,0.541115,0.132195,-0.24185,1.6200695,0.11259482,2.7337167
0,0.13473,0.33988,-0.020151,0.022456,1.6822354,0.11368988,2.9526296
0,0.05779,0.320015,0.07753,0.034805,1.6405585,0.13143027,2.9198225
0,0.250925,0.42989,-0.146875,-0.06405,1.808001,0.07365947,3.1349225
0,0.19322,0.185305,0.035202,0.017607,1.6986054,0.13274282,3.1260202
0,0.1702,0.436305,-0.149575,-0.028621,1.6940473,0.06268959,2.6783588
0,0.014981,0.35664,-0.015738,-0.05914,1.525868,0.088696666,2.2648182
0,0.05716,-0.187065,0.278885,-0.031789,1.4336467,0.103696086,2.0426073
0,0.144845,0.035384,0.1145,0.093315,1.5849589,0.12674984,2.7012038
0,0.19292,0.039213,0.055165,0.08504,1.6060411,0.11785724,2.7183006
0,0.147855,-0.22969,0.29534,0.028598,1.5467323,0.11942206,2.5255451
0,0.07289,-0.004243,0.208925,0.029568,1.5328772,0.12800618,2.5312097
0,0.190135,0.040765,0.105205,0.051225,1.6462988,0.13591036,2.9670472
0,0.18447,0.49435,-0.20394,-0.21832,1.7112287,0.03563356,2.5701067
0,0.08236,0.024107,0.237245,0.06125,1.5921516,0.14443442,2.8348336
0,0.16211,0.311325,0.006112,-0.07233,1.7229828,0.12930854,3.188031
0,0.19691,0.046455,0.039272,0.033835,1.6035225,0.11393641,2.6855206
0,0.100695,0.30708,0.018965,0.028469,1.6423018,0.118770316,2.8476822
0,0.18991,0.52115,-0.20801,-0.24864,1.7356246,0.0343284,2.645314
0,-0.006572,-0.088875,0.41658,0.017607,1.5338432,0.13122374,2.554353
0,-0.013901,0.409405,-0.15669,-0.12638,1.4022603,0.037165053,1.525113
0,0.127515,-0.24759,0.318645,-0.020798,1.5240793,0.11468018,2.4189863
0,0.20051,0.53284,-0.20694,-0.25323,1.7605832,0.036009617,2.7408624
0,0.089095,0.34588,-0.06372,-0.078795,1.5833693,0.08514052,2.439122
0,0.27094,0.507285,-0.2042,-0.184955,1.8453991,0.041648224,3.0651007
0,0.21532,0.41034,-0.13912,-0.07168,1.7486994,0.07259615,2.9259806
0,0.091865,0.30646,0.042014,0.027629,1.6489608,0.1258514,2.914086
0,0.102985,-0.049663,0.260595,-0.014656,1.5868088,0.14194706,2.801257
0,0.227295,0.40837,-0.12293,-0.073105,1.7784454,0.08356508,3.0951557
0,0.200235,0.022969,0.068105,0.080905,1.6155835,0.12150336,2.773357
0,0.123365,0.06963,0.085625,0.020711,1.5547297,0.11732591,2.539909
0,0.177495,0.430825,-0.16397,-0.060045,1.6880655,0.055318948,2.6124804
0,0.190115,-0.19348,0.2022,0.047672,1.5545354,0.11647902,2.5340219
0,0.21067,-0.1403,0.10058,0.033706,1.5364273,0.104715206,2.3996606
0,0.21094,0.34081,-0.06402,0.038038,1.7550516,0.10795934,3.1657877
