label, variance, skewness, kurtosis, entropy
0,0.06877,0.443965,-0.09568,-0.026876
0,0.043101,0.134815,0.21454,0.02737
0,0.17931,-0.154785,0.140465,0.012241
0,0.17321,0.53439,-0.170355,-0.20545
0,0.141305,0.470035,-0.16517,-0.052545
0,0.2631,0.19917,-0.07786,0.050515
0,0.00587,0.313805,-0.077475,-0.12373
0,0.132315,-0.24076,0.317745,0.00015
0,0.021695,0.276975,0.10165,-0.020216
0,0.05715,0.041696,0.27276,-0.028492
0,0.22341,0.114535,0.047883,0.041529
0,0.1973,0.34257,-0.077215,-0.02791
0,0.20868,0.16668,-0.07122,0.030215
0,0.201075,-0.10957,0.12324,0.057045
0,0.20223,0.558705,-0.21791,-0.237005
0,0.128175,0.338845,-0.03099,0.019288
0,-0.116805,0.59802,0.154175,-0.272175
0,0.208325,-0.022245,0.011724,0.013922
0,0.19631,0.301495,-0.10078,-0.003277
0,0.192085,0.501075,-0.213495,-0.245795
0,-0.09292,0.3943,-0.083215,-0.09192
0,0.136065,0.3525,-0.029404,0.020905
0,0.094965,0.383125,0.007697,-0.15554
0,0.20827,-0.172475,0.18215,0.054395
0,-0.095885,0.58447,0.12727,-0.163815
0,0.041646,0.37702,0.032503,-0.046272
0,0.081745,0.1643,0.143765,0.004353
0,0.19583,0.512455,-0.20463,-0.223295
0,0.043802,0.340705,0.042099,-0.008578
0,0.12004,0.467965,-0.167825,-0.16763
0,-0.039345,0.478315,-0.189335,-0.37517
0,0.191,0.546395,-0.20056,-0.25142
0,0.24926,0.41758,-0.127125,-0.064115
0,0.1872,0.03973,0.047926,0.050385
0,-0.006312,0.51608,-0.185605,-0.305925
0,0.206745,0.305945,-0.12147,-0.009807
0,0.25651,0.433515,-0.144565,-0.07543
0,0.09738,-0.23869,0.42635,-0.09334
0,0.304595,0.148365,-0.066335,0.072755
0,0.208025,0.56098,-0.18068,-0.204095
0,0.15948,0.28763,-0.009269,-0.015044
0,0.15336,-0.220585,0.19119,-0.040841
0,0.28042,0.515045,-0.240015,-0.21767
0,0.138295,0.033108,0.20747,-0.014203
0,0.1741,-0.20817,0.17504,-0.003923
0,0.016115,-0.044904,0.404415,0.034611
0,0.25888,0.41158,-0.162555,-0.07847
0,0.01978,0.34433,0.05294,-0.033794
0,0.16359,0.089185,0.105805,0.030667
0,0.198855,0.557565,-0.19636,-0.21722
0,0.232495,0.38168,-0.097135,-0.018729
0,-0.119915,0.6303,0.14732,-0.28944
0,0.18676,0.479555,-0.19516,-0.167435
0,0.203575,0.38199,-0.10412,-0.05849
0,0.156885,-0.20548,0.228505,0.049482
0,0.19248,0.489695,-0.20754,-0.22291
0,0.20771,0.36378,-0.12383,-0.060495
0,0.11976,0.475415,-0.158915,-0.15043
0,0.14336,0.50004,-0.160245,-0.155475
0,-0.019107,0.419545,0.10812,-0.187025
0,0.14042,0.565225,-0.16697,-0.22097
0,-0.11715,0.64758,0.166425,-0.29713
0,0.256065,0.427825,-0.169585,-0.07737
0,0.21115,0.056595,0.036101,0.048059
0,0.175635,0.145365,0.052895,0.020387
0,0.07403,0.381885,-0.13938,-0.051705
0,0.09057,0.380335,-0.04894,-0.12334
0,0.181385,0.049145,0.034431,0.031702
0,-0.088905,0.04273,0.356515,0.001379
0,0.012418,0.382195,0.049425,-0.043686
0,0.18785,-0.27118,0.191275,-0.06263
0,0.121955,0.322085,-0.040372,-0.03457
0,0.078365,0.39637,-0.002842,-0.10847
0,0.17956,0.150645,0.036444,0.028211
0,0.18899,-0.165545,0.132455,0.003318
0,0.06617,0.16482,0.01181,-0.005992
0,-0.005998,0.343705,0.045998,-0.03347
0,0.037868,0.15147,0.14582,-0.003406
0,0.16016,0.28794,-0.037673,-0.030626
0,-0.069655,0.07832,0.37691,0.039202
0,0.180905,-0.18727,0.141365,-0.035604
0,0.06308,0.221515,-0.066675,-0.087585
0,-0.014755,0.452445,-0.026363,-0.103945
0,0.24184,0.50066,-0.216195,-0.21638
0,-0.124765,0.55736,0.096765,-0.17319
0,-0.01814,0.414475,-0.096065,-0.16666
0,0.21293,0.56481,-0.204715,-0.217285
0,0.26793,0.187785,-0.086725,0.053945
0,0.01646,-0.22276,0.22859,-0.04944
0,0.20466,0.27066,-0.091095,0.011788
0,0.08874,-0.038489,0.27927,0.065195
0,-0.06264,0.51018,0.108935,-0.28019
0,0.125445,0.34205,-0.001471,0.022456
0,0.09679,0.40827,-0.001171,-0.11293
0,0.17644,0.035798,0.097535,0.096875
0,0.21378,-0.13264,0.106875,0.047219
0,0.2182,-0.155195,0.118785,0.039266
0,0.228225,-0.181375,0.14342,0.013857
0,0.136825,-0.251625,0.33304,-0.028945
0,0.038903,0.33212,-0.057125,-0.052865
0,-0.01031,0.461035,-0.18522,-0.340515
0,-0.137095,0.57019,0.12697,-0.278965
0,0.105295,0.38023,-0.023878,-0.092305
0,0.09332,0.388815,-0.011925,-0.14817
0,0.119845,0.011795,0.242385,0.07185
0,0.228455,-0.22276,0.158845,0.000215
0,0.189675,0.399265,-0.127385,-0.0936
0,0.156095,-0.15685,0.096295,-0.018729
0,-0.016865,-0.032488,0.383295,0.036163
0,0.167885,-0.21531,0.301205,0.009137
0,0.16795,0.49011,-0.191045,-0.185665
0,0.20481,0.509455,-0.196615,-0.209135
0,0.19423,-0.15168,0.12667,0.010107
0,0.24139,0.38799,-0.122455,-0.06108
0,-0.104485,0.541325,0.118015,-0.17099
0,-0.214295,0.42617,0.15696,-0.04582
0,0.05091,0.45545,-0.031032,-0.085645
0,0.183335,0.2151,0.027962,0.016896
0,-0.005324,-0.038386,0.387875,0.03209
0,0.252145,-0.026487,0.02522,0.0553
0,-0.010831,0.401645,0.09424,-0.194265
0,0.287015,-0.022142,0.019008,0.068815
0,-0.098335,0.59026,-0.020236,-0.393595
0,0.17578,0.509455,-0.213795,-0.2489
0,0.121435,0.469105,-0.162385,-0.072715
0,0.26378,0.006932,0.006069,0.057175
0,0.240385,0.111635,-0.013167,0.07767
0,0.173235,-0.19586,0.19873,0.01806
0,0.067095,-0.221105,0.4045,-0.086745
0,-0.111305,0.62699,0.14719,-0.17629
0,0.110615,-0.291975,0.388435,-0.042651
0,-0.08081,0.040454,0.40814,0.030409
0,0.20148,0.13378,0.040343,0.03584
0,0.13648,0.143505,0.025562,0.025495
0,0.12113,-0.22876,0.29735,0.010754
0,0.102105,0.06218,0.210855,0.045215
0,-0.03528,0.436205,0.111075,-0.229825
0,0.05794,0.446655,-0.104035,-0.05636
0,0.184705,-0.19741,0.213125,0.057885
0,0.100825,-0.012623,0.258535,0.053815
0,0.065245,-0.007761,0.324555,-0.037673
0,0.236425,0.105325,-0.014153,0.078125
0,0.34124,0.260935,-0.127125,0.027305
0,0.176255,0.036005,0.08464,0.032219
0,0.037027,0.018313,0.10996,0.024202
0,-0.008341,0.29487,0.02492,-0.035022
0,0.18879,0.358915,-0.075975,0.020064
0,0.12415,0.330775,-0.039644,-0.045432
0,0.18122,0.073045,0.067505,0.09642
0,0.246245,0.034453,0.038672,0.060475
0,0.189155,0.50263,-0.194345,-0.18683
0,0.06069,0.43993,-0.10836,-0.037091
0,0.12745,0.307495,-0.058025,-0.061855
0,0.166495,0.045627,0.07903,0.019676
0,0.08494,0.14547,0.14522,0.005517
0,0.1942,0.501385,-0.19649,-0.204095
0,-0.052005,0.469935,0.042999,-0.26668
0,0.186605,-0.1942,0.167885,-0.000302
0,0.12664,0.3764,-0.020965,-0.13239
0,0.14025,0.028866,0.06712,0.060665
0,0.061235,0.438895,-0.110675,-0.040324
0,0.038562,0.45431,-0.061405,-0.07498
0,0.059055,0.419235,-0.102835,-0.045173
0,0.216825,-0.1792,0.18442,0.037456
0,0.07138,0.419235,-0.104975,-0.098385
0,0.096605,0.302115,0.01301,-0.10265
0,0.046806,0.432065,-0.081755,-0.065215
0,0.112585,-0.25711,0.21458,-0.062435
0,0.210135,0.011381,0.048054,0.048641
0,0.048287,0.41965,-0.06805,-0.073295
0,0.11263,0.49818,-0.158745,-0.14972
0,0.27955,0.523215,-0.219195,-0.216895
0,0.17388,0.44055,-0.15943,-0.046143
0,0.20474,-0.14837,0.118445,0.037715
0,0.1497,0.360055,-0.060765,0.016055
0,-0.003101,0.309875,0.05495,-0.05655
0,0.139155,0.54898,-0.17785,-0.220195
0,0.23716,0.10543,0.00684,0.082715
0,0.10763,-0.308325,0.404155,-0.017178
0,0.19481,-0.23952,0.16977,-0.026876
0,0.11464,0.45193,-0.162085,-0.064955
0,0.209635,-0.16337,0.129195,0.010883
0,0.109405,0.13678,0.06639,-0.00916
0,-0.06288,0.07946,0.35039,0.021228
0,0.08213,0.150745,0.011425,-0.00735
0,0.198315,0.50842,-0.205655,-0.23028
0,0.15544,0.15561,0.040429,0.02168
0,0.013726,0.46093,-0.164315,-0.24224
0,0.002025,0.42617,0.072305,-0.19653
0,0.000356,0.418305,0.025391,-0.190775
0,0.010542,0.471795,-0.004727,-0.09295
0,0.037154,0.5585,-0.06912,-0.20364
0,0.08203,0.17744,0.06982,-0.018212
0,0.040178,0.142365,0.217195,0.030085
0,0.06373,0.44086,-0.076615,-0.089785
0,0.078455,0.317325,-0.00914,-0.120495
0,0.128025,0.463415,-0.179565,-0.0678
0,0.194525,-0.107605,0.13151,0.055235
0,0.15316,-0.166575,0.256525,0.041335
0,0.17156,0.313185,-0.097565,-0.018083
0,0.09497,0.048731,0.211325,0.040689
0,0.249615,0.393265,-0.117575,-0.035992
0,0.032108,0.156435,0.214665,0.032348
0,0.17915,-0.189855,0.171955,-0.006251
0,0.038723,0.45276,-0.120445,-0.06942
0,0.17313,-0.22245,0.177135,0.007715
0,0.21699,-0.26518,0.194015,-0.035216
0,-0.09729,0.561085,0.095395,-0.172025
0,-0.008054,-0.32312,0.417865,-0.07608
0,-0.13957,0.08867,0.33878,-0.019958
0,-0.039145,0.568015,-0.018822,-0.352475
0,-0.07884,0.54215,0.12731,-0.14681
0,-0.09174,0.55167,0.159315,-0.24444
0,-0.08672,0.100875,0.38809,0.046766
0,0.043408,0.512145,-0.07456,-0.20041
0,0.15467,-0.145885,0.11116,0.011142
0,0.26006,0.016347,0.008983,0.058985
0,0.235905,0.500765,-0.19743,-0.19291
0,0.11017,0.299735,0.026505,0.042499
0,0.1933,-0.131915,0.09621,0.005323
0,0.142605,0.45855,-0.182305,-0.060235
0,0.16147,0.386955,-0.018908,-0.127025
0,0.033096,0.48297,-0.01441,-0.08319
0,0.10481,0.123845,0.096895,-0.002048
0,0.2752,0.518355,-0.22065,-0.201055
0,0.1054,0.339775,-0.00854,0.024525
0,0.21842,0.48359,-0.19803,-0.158125
0,0.159435,-0.170715,0.13871,-0.01013
0,0.2719,0.473345,-0.247085,-0.19601
0,0.199495,-0.13533,0.11973,0.043146
0,0.17797,0.06539,0.06455,0.08278
0,0.217175,0.166475,0.041799,0.032478
0,0.11252,0.178785,0.017637,0.01418
0,0.24632,0.2748,-0.12387,-0.025324
0,0.023451,-0.031661,0.36924,0.018254
0,0.16225,0.3315,-0.031718,0.043469
0,0.270105,0.155195,-0.05768,0.078255
0,0.09157,0.31836,-0.001814,0.002478
0,0.172325,0.14754,0.051355,0.027305
0,-0.087995,0.596055,0.13378,-0.166205
0,-0.112635,0.576605,0.129495,-0.163685
0,0.2516,0.41013,-0.13128,-0.051705
0,-0.08476,0.053285,0.44147,0.047478
0,0.286135,0.29156,-0.120485,-0.012264
0,0.13341,0.5108,-0.17207,-0.200345
0,0.26016,0.17558,-0.06269,0.050645
0,-0.075275,0.003517,0.343405,-0.025324
0,0.25226,0.19482,-0.07152,0.043146
0,0.216195,-0.244175,0.17178,-0.02888
0,0.214845,0.38085,-0.11937,-0.048082
0,0.19997,0.045214,0.058465,0.08446
0,0.17729,0.46859,-0.201755,-0.19782
0,0.244255,0.079975,-1.5E-05,0.082005
0,0.19416,0.320115,-0.1216,-0.049182
0,0.11582,-0.1314,0.157645,-0.004311
0,0.019239,0.329945,-0.01668,-0.028233
0,0.10732,0.303975,-0.02889,-0.11151
0,0.129085,0.48773,-0.158745,-0.149785
0,0.19192,0.309255,-0.102195,-0.00166
0,0.025974,-0.163165,0.154475,-0.049246
0,0.10808,-0.34402,0.407585,-0.004052
0,0.016222,0.50335,-0.05991,-0.20642
0,0.198595,0.051835,0.037987,0.050065
0,0.2308,0.50894,-0.210925,-0.221225
0,0.18761,-0.18489,0.199715,0.065255
0,0.11145,0.481625,-0.155615,-0.13582
0,0.20276,0.020072,0.072815,0.032672
0,0.151665,-0.12964,0.115915,0.01515
0,0.25107,0.40382,-0.152575,-0.085775
0,0.028477,0.38147,0.07877,-0.161165
0,-0.092055,0.54153,0.13845,-0.154505
0,0.11859,0.37454,0.000799,-0.08707
0,0.2034,-0.146815,0.10996,0.025042
0,0.048394,0.359535,0.06399,-0.122825
0,0.14385,-0.202995,0.181295,-0.016272
0,0.027075,0.301595,0.084125,-0.023061
0,0.2325,-0.241485,0.172765,-0.012587
0,0.092665,0.30729,0.05088,-0.102005
0,0.12006,0.081115,0.15156,0.03584
0,0.203565,0.520115,-0.20861,-0.23791
0,0.133595,0.15323,0.018579,0.02931
0,0.086285,-0.223485,0.411095,-0.090365
0,0.0967,0,0.2408,-0.016984
0,0.20211,-0.21955,0.23733,0.05685
0,0.11568,0.533255,-0.17644,-0.23836
0,0.046792,0.444275,-0.084155,-0.082995
0,0.006163,0.44924,-0.046755,-0.12166
0,0.0871,-0.24045,0.41071,-0.103295
0,0.166985,-0.230725,0.199115,-0.011876
0,0.114465,0.18665,0.03156,-0.019893
0,0.220345,0.54536,-0.228875,-0.221355
0,0.23007,0.28132,-0.106175,0.009655
0,-0.008368,0.38137,0.060305,-0.181205
0,0.0797,0.235275,0.06879,0.004094
0,0.28136,0.504285,-0.214655,-0.19071
0,0.19961,-0.22338,0.18652,-0.005475
0,0.208555,0.4361,-0.15112,-0.02985
0,0.2026,-0.008278,0.022692,0.025624
0,0.091025,0.33781,0.0005,0.019741
0,0.16346,0.17092,0.010353,-0.003341
0,-0.062685,0.544015,0.09655,-0.216185
0,0.024833,0.27635,0.088925,-0.023578
0,0.10876,-0.040455,0.25511,-0.033988
0,0.13281,0.53522,-0.165425,-0.203835
0,0.231805,-0.133055,0.14179,0.059955
0,0.18909,-0.14423,0.11279,-0.007867
0,0.028731,0.505525,-0.084585,-0.21961
0,0.08016,-0.239315,0.425965,-0.106015
0,0.24136,0.153435,0.034302,0.040366
0,0.0581,0.51463,-0.064105,-0.20196
0,0.100255,-0.34319,0.4066,-0.012005
0,-0.048256,0.470555,0.086525,-0.243145
0,0.29035,0.250485,-0.11192,0.021939
0,0.134585,0.540805,-0.165,-0.21444
0,0.17679,0.33543,-0.040929,0.023943
0,0.050045,0.38923,-0.01411,-0.13304
0,0.078995,-0.23538,0.39593,-0.077435
0,-0.110765,0.598125,0.003927,-0.389265
0,0.104215,0.33129,0.024191,-0.11067
0,0.06819,-0.238795,0.42091,-0.09418
0,0.06353,0.40175,-0.009826,-0.10944
0,-0.018019,0.20579,0.155715,-0.0186
0,0.289115,0.27894,-0.120445,-0.002824
0,0.175945,0.3166,-0.088955,-0.001014
0,0.18108,0.433305,-0.140365,-0.02235
0,0.23027,-0.203825,0.137935,0.015991
0,0.07442,0.18137,0.1654,0.024461
0,0.23557,0.103775,-0.01351,0.061895
0,0.12534,0.05794,0.196245,0.006293
0,0.21094,0.34081,-0.06402,0.038038
0,0.21067,-0.1403,0.10058,0.033706
0,0.190115,-0.19348,0.2022,0.047672
0,0.177495,0.430825,-0.16397,-0.060045
0,0.123365,0.06963,0.085625,0.020711
0,0.200235,0.022969,0.068105,0.080905
0,0.227295,0.40837,-0.12293,-0.073105
0,0.102985,-0.049663,0.260595,-0.014656
0,0.091865,0.30646,0.042014,0.027629
0,0.21532,0.41034,-0.13912,-0.07168
0,0.27094,0.507285,-0.2042,-0.184955
0,0.089095,0.34588,-0.06372,-0.078795
0,0.20051,0.53284,-0.20694,-0.25323
0,0.127515,-0.24759,0.318645,-0.020798
0,-0.013901,0.409405,-0.15669,-0.12638
0,-0.006572,-0.088875,0.41658,0.017607
0,0.18991,0.52115,-0.20801,-0.24864
0,0.100695,0.30708,0.018965,0.028469
0,0.19691,0.046455,0.039272,0.033835
0,0.16211,0.311325,0.006112,-0.07233
0,0.08236,0.024107,0.237245,0.06125
0,0.18447,0.49435,-0.20394,-0.21832
0,0.190135,0.040765,0.105205,0.051225
0,0.07289,-0.004243,0.208925,0.029568
0,0.147855,-0.22969,0.29534,0.028598
0,0.19292,0.039213,0.055165,0.08504
0,0.144845,0.035384,0.1145,0.093315
0,0.05716,-0.187065,0.278885,-0.031789
0,0.014981,0.35664,-0.015738,-0.05914
0,0.1702,0.436305,-0.149575,-0.028621
0,0.19322,0.185305,0.035202,0.017607
0,0.250925,0.42989,-0.146875,-0.06405
0,0.05779,0.320015,0.07753,0.034805
0,0.13473,0.33988,-0.020151,0.022456
0,-0.103795,0.541115,0.132195,-0.24185
0,0.05736,0.179925,0.096935,-0.021703
0,0.14868,0.43972,-0.181795,-0.06877
0,0.195605,0.148675,0.046426,0.030279
0,0.207645,-0.19679,0.143165,-0.000884
0,0.202025,0.025762,0.051395,0.0553
0,0.269575,0.49973,-0.190405,-0.16821
0,0.05326,0.41841,-0.07002,-0.082545
0,0.19707,-0.16451,0.15837,0.05433
0,0.106595,-0.102015,0.12787,-0.003083
0,0.20981,0.037247,0.041628,0.03765
0,0.17991,0.356535,-0.065175,0.010624
0,0.08748,-0.008795,0.259135,0.06461
0,0.037421,0.36378,0.05752,-0.02694
0,0.188835,0.48897,-0.195375,-0.176615
0,0.201645,0.011588,0.044541,0.059115
0,-0.055965,0.536355,0.10469,-0.28252
0,-0.09961,0.58271,0.13271,-0.260535
0,0.046352,0.47159,-0.033132,-0.08364
0,0.05142,0.48835,-0.068435,-0.089265
0,-0.071085,0.58271,-0.002885,-0.355125
0,0.072395,-0.24397,0.41714,-0.10543
0,0.088735,-0.32167,0.4075,-0.044914
0,0.12098,0.323325,-0.037844,0.0114
0,0.19681,0.50811,-0.191175,-0.20086
0,0.194845,0.370815,-0.091225,0.007004
0,0.007392,0.3973,0.05371,-0.167045
0,0.16924,0.16337,0.045484,0.012564
0,-0.032236,-0.23031,0.41735,-0.135495
0,0.157785,0.14454,0.029847,0.039913
0,0.119625,0.4899,-0.151805,-0.14112
0,0.255645,-0.024936,0.031432,0.055945
0,0.05838,0.45783,-0.104335,-0.040324
0,0.205975,0.54629,-0.194645,-0.20901
0,-0.087795,0.597295,0.15473,-0.24489
0,0.14871,0.448,-0.14512,-0.051895
0,0.075495,0.001965,0.31166,-0.015173
0,0.188175,0.139055,0.03306,0.01709
0,0.206865,0.024624,0.05465,0.09138
0,0.20486,0.023486,0.083355,0.045797
0,0.24453,-0.16792,0.17101,0.054525
0,0.174025,0.48504,-0.187705,-0.171895
0,0.141485,0.317425,-0.036773,-0.029333
0,0.197395,-0.188615,0.14415,0.000991
0,0.052,-0.346605,0.41444,-0.064955
0,0.19122,-0.155405,0.122685,0.026012
0,0.094835,-0.125815,0.140465,-0.039871
0,-0.113115,0.605885,0.014423,-0.387905
0,0.15726,0.29125,-0.02572,-0.07472
0,-0.11621,0.57588,0.091155,-0.26875
0,0.098235,0.346915,0.028861,0.033189
0,-0.057485,0.06477,0.38505,0.031314
0,0.19682,0.529425,-0.18625,-0.215665
0,0.012518,0.46631,-0.184365,-0.312715
0,-0.065,0.51339,-0.14765,-0.29319
0,0.047813,0.12364,0.22289,0.010818
0,0.044436,0.267245,0.10225,-0.009678
0,0.07678,0.45886,-0.11359,-0.036768
0,-0.012406,-0.008899,0.24534,0.007715
0,0.19647,0.07056,0.09038,0.044891
0,0.24681,0.38023,-0.117145,-0.042651
0,0.10461,-0.3405,0.42318,-0.030108
0,0.0881,0.21841,0.10692,0.037715
0,0.095785,0.30408,0.011853,-0.10058
0,0.002599,0.352605,-0.102705,-0.15754
0,0.043368,0.278215,0.083825,-0.008385
0,0.17885,0.12002,0.09454,0.036616
0,-0.07286,0.45607,0.087125,-0.256205
0,0.131065,0.289595,0.003284,-0.078795
0,0.142615,0.45048,-0.18805,-0.166855
0,0.228395,0.159645,-0.105275,0.014827
0,0.008673,0.393475,0.013438,-0.189415
0,0.121175,0.47666,-0.153945,-0.13873
0,-0.045859,0.49942,0.05902,-0.261315
0,0.1767,0.46807,-0.18158,-0.062305
0,0.016462,-0.22276,0.22859,-0.04944
0,0.002265,0.33667,0.05354,-0.04666
0,0.190985,0.449755,-0.21915,-0.201635
0,-0.001179,0.35871,0.039229,-0.037867
0,0.044803,0.527355,-0.070875,-0.201635
0,0.042787,0.000413,0.33021,-0.026552
0,0.2543,0.16399,-0.063505,0.055945
0,0.11317,-0.22431,0.18279,-0.030626
0,0.10465,0.415305,0.001142,-0.16362
0,0.13603,0.454105,-0.165555,-0.048406
0,0.148475,0.28111,0.013781,-0.05778
0,0.162015,-0.18541,0.26402,0.020646
0,0.019126,0.340605,0.09064,-0.030626
0,-0.0024,-0.028039,0.386075,0.02265
0,0.188655,0.360365,-0.08407,-0.047371
0,0.150045,0.29063,-0.11153,-0.033277
0,0.172955,0.5556,-0.210195,-0.254655
0,0.133995,0.156745,0.017037,0.029245
0,0.064995,0.12881,0.100535,-0.009484
0,-0.022531,-0.06839,0.35429,-0.020152
0,0.095525,0.44355,-0.11693,-0.037802
0,0.23176,-0.150435,0.133865,0.0606
0,0.07951,0.11474,0.162015,0.009202
0,0.05525,0.37216,0.02055,-0.15166
0,-0.000345,0.464655,-0.020622,-0.09819
0,0.146165,0.30232,-0.005584,-0.029333
0,0.328165,0.490935,-0.220565,-0.16129
0,0.026428,0.048214,0.201215,-0.052415
0,0.104555,0.047179,0.22756,0.0617
0,0.18511,0.34971,-0.092555,-0.006445
0,-0.09015,0.59409,0.10229,-0.26364
0,0.135805,-0.21003,0.20957,0.008491
0,0.23963,0.085355,-0.002585,0.07463
0,0.22036,-0.003518,0.10208,0.056595
0,0.173345,0.3435,-0.05284,-0.036574
0,0.139805,0.10605,0.091925,0.019159
0,0.233445,0.06549,0.00277,0.09545
0,0.21229,0.059905,0.033317,0.047348
0,0.21386,0.124775,0.024277,0.01806
0,0.208785,0.513075,-0.19276,-0.21528
0,0.033009,0.51939,-0.070145,-0.195755
0,0.21203,-0.12426,0.0804,0.035775
0,0.056575,0.39606,0.05465,-0.14222
0,0.11298,-0.001656,0.236775,-0.01388
0,0.100765,0.092395,0.156875,0.021422
0,0.197165,0.125085,0.076075,0.04515
0,0.161755,0.48235,-0.16037,-0.12974
0,0.06632,0.05163,0.28283,-0.020669
0,0.044222,0.32953,0.027919,-0.022091
0,0.06781,0.16068,0.217325,0.039331
0,-0.019908,0.298905,0.06956,-0.058105
0,0.19886,0.016761,0.11283,0.108125
0,0.17576,0.34112,-0.033689,-0.023449
0,0.12243,-0.315875,0.39816,0.010301
0,0.034044,0.116295,0.245425,0.027499
0,0.050955,0.1165,0.24667,0.041465
0,0.1307,0.400405,-0.18629,-0.065345
0,0.09296,0.16037,-0.007983,-0.013104
0,0.134405,0.300975,-0.023321,-0.034634
0,0.17719,0.061975,0.09985,0.107735
0,0.08726,0.24014,0.10439,0.031314
0,0.200635,0.507385,-0.19683,-0.20364
0,0.19655,0.092705,-0.001171,0.06157
0,0.194995,0.0867,0.080055,0.048383
0,0.078505,0.395645,0.014509,-0.109765
0,0.050675,0.422755,-0.0836,-0.104075
